TELEPORT_PANEL_TITLE	Teletransportador
UICHAR_CHARACTERISTICS_5a	Magia
UICHAR_CHARACTERISTICS_5b	Defensa
UICHAR_CHARACTERISTICS_6a	Valor
UICHAR_CHARACTERISTICS_6b	Evadir
BATTLEPASS_MISSIONNAME	Nombre de la misión
BATTLEPASS_STATUS	Estado
BATTLEPASS_INFORMATIONS	Informaciones
BATTLEPASS_DESCRIPTION	Descripción
BATTLEPASS_GENERAL_INFORMATIONS	Battlepass Info
BATTLEPASS_SHOP_DESC	Tienda abierta
BATTLEPASS_REWARD_DESC	Recompensa
SUBTEXT_OFFLINESHOP_TEXTBTN1	My tienda
SUBTEXT_OFFLINESHOP_TEXTBTN2	Lista de compras
SUBTEXT_OFFLINESHOP_TEXTBTN3	Almacenamiento
SUBTEXT_OFFLINESHOP_TEXTBTN4	Mis ofertas
SUBTEXT_OFFLINESHOP_TEXTBTN5	Buscar
SUBTEXT_OFFLINESHOP_TEXTBTN6	Historia
SUBTEXT_OFFLINESHOP_TEXTBTN7	Búsquedas guardadas
SUBTEXT_OFFLINESHOP_TEXTBTN8	Mi subasta
SUBTEXT_OFFLINESHOP_TEXTBTN9	Lista de subasta
SUBTEXT_OFFLINESHOP_TEXT1	Nombre:
SUBTEXT_OFFLINESHOP_TEXT2	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT3	La duración máxima es de 8 días.
SUBTEXT_OFFLINESHOP_TEXT4	Días
SUBTEXT_OFFLINESHOP_TEXT5	Horas
SUBTEXT_OFFLINESHOP_TEXT6	Titulo:
SUBTEXT_OFFLINESHOP_TEXT7	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT8	Nombre del dueño:
SUBTEXT_OFFLINESHOP_TEXT9	Nombre de tienda:
SUBTEXT_OFFLINESHOP_TEXT10	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT11	Items:
SUBTEXT_OFFLINESHOP_TEXT12	Nombre:
SUBTEXT_OFFLINESHOP_TEXT13	Item:
SUBTEXT_OFFLINESHOP_TEXT14	Precio:
SUBTEXT_OFFLINESHOP_TEXT17	Nombre de item
SUBTEXT_OFFLINESHOP_TEXT18	Raza
SUBTEXT_OFFLINESHOP_TEXT19	Tipo
SUBTEXT_OFFLINESHOP_TEXT20	Precio
SUBTEXT_OFFLINESHOP_TEXT21	Nivel
SUBTEXT_OFFLINESHOP_TEXT22	Bonus
SUBTEXT_OFFLINESHOP_TEXT23	Add:
SUBTEXT_OFFLINESHOP_TEXT24	Propina:
SUBTEXT_OFFLINESHOP_TEXT25	Min:
SUBTEXT_OFFLINESHOP_TEXT26	Max:
SUBTEXT_OFFLINESHOP_TEXT27	Guerrero
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	Chamán
SUBTEXT_OFFLINESHOP_TEXT31	De:
SUBTEXT_OFFLINESHOP_TEXT32	Para:
SUBTEXT_OFFLINESHOP_TEXT33	Fecha:
SUBTEXT_OFFLINESHOP_TEXT34	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT35	Número de artículo:
SUBTEXT_OFFLINESHOP_TEXT36	Nombre:
SUBTEXT_OFFLINESHOP_TEXT37	Último uso:
SUBTEXT_OFFLINESHOP_TEXT38	Días:
SUBTEXT_OFFLINESHOP_TEXT39	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT40	Precio inicial:
SUBTEXT_OFFLINESHOP_TEXT41	Dueño:
SUBTEXT_OFFLINESHOP_TEXT42	Mejor oferta:
SUBTEXT_OFFLINESHOP_TEXT43	Dueño:
SUBTEXT_OFFLINESHOP_TEXT44	Min. levantamiento:
SUBTEXT_OFFLINESHOP_TEXT45	Nombre:
SUBTEXT_OFFLINESHOP_TEXT46	Oferta:
SUBTEXT_OFFLINESHOP_TEXT47	Dueño:
SUBTEXT_OFFLINESHOP_TEXT48	Mejor oferta:
SUBTEXT_OFFLINESHOP_TEXT49	Tiempo:
SUBTEXT_OFFLINESHOP_TEXT50	Cantidad:
DS_GRADE3	Antiguos
DS_GRADE4	Legendario
DS_GRADE5	Míticos
CHATTING_SETTING_CANCLE	Restaurar
CHATTING_SETTING_CLEAR	Resetear
CHATTING_SETTING_DEFAULT_TITLE	General
CHATTING_SETTING_DETAIL	Ajustes del sistema
CHATTING_SETTING_DICE	Dados
CHATTING_SETTING_DICE_SETTING	Configuración de dados
CHATTING_SETTING_EXP	Experiencia
CHATTING_SETTING_GOLD	Divisa
CHATTING_SETTING_GUILD	Gremio
CHATTING_SETTING_ITEM	Artículo
CHATTING_SETTING_LIST	Lista
CHATTING_SETTING_NOTICE	Mensaje
CHATTING_SETTING_PARTY	Grupo
CHATTING_SETTING_SAVE	Guardar
CHATTING_SETTING_SHOUT	Llamar al chat
CHATTING_SETTING_SYSTEM	Sistema
CHATTING_SETTING_TABNAME	nombre de el chat
CHATTING_SETTING_TALKING	General
CHATTING_SETTING_TITLE	Chat ajustes
CHAT_FILTER	Filtro de chat
CHAT_FILTER_DICE	Dados
CAMERA_PERSPECTIVE	Perspectiva
CHARACTER_EMOJI_ACTION	Nuevo emoji
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Pagina 1
PAGINA_GILDA_2	Pagina 2
TERZO_POSTO	Bronce
SECONDO_POSTO	Plata
PRIMO_POSTO	Oro
TROFEI_GILDA	Trofeo
SCONFITTE_GILDA	Derrotas
PAREGGI_GILDA	Empates
VITTORIE_GILDA	Victorias
NOME_GILDA	Nombre
NOME_RANKING	Clasificación
DIVISION_STACK	División completa
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Reiniciar en la ciudad en %s sec
RESTART_HERE_NEW	Reinicie aquí en %s sec
BIOLOGO_CONSEGNA_ITEM	Entrega
NOTIFICA_BIOLOGO	Permitir notificación
NOME_BIOLOGO	Biólogo Chaegirab
AUTO_TRANSLATE_DESC	Si está activado, los mensajes recibidos se traducirán automáticamente a su idioma..
AUTO_TRANSLATE	Traducción automática
AUTO_TRANSLATE_WHISPER	Mensaje privado
RUNE_TITLE	Runa
RUNE_ACTIVE	Activo
RUNE_DEACTIVE	Desactivar
RUNE_SHOP	Tienda
RUNE_EFFECT	Efecto
RUNE_EFFECT_DESC	Cuando todas las Runas están al menos al 60%, puedes ocultar el efecto.
MYSHOP_DECO_CANCEL	Cerrar.
MYSHOP_DECO_DEFAULT	Estándar
MYSHOP_DECO_NEXT	Siguiente
MYSHOP_DECO_OK	Cerrar
MYSHOP_DECO_PREV	Retroceder
MYSHOP_DECO_SELECT_MODEL	Seleccione la apariencia de su tienda.
MYSHOP_DECO_SELECT_TITLE	Seleccione la apariencia de su título.
KASMIR_MARKET_PRIVATESHOP_0	Estándar
KASMIR_MARKET_PRIVATESHOP_1	Mil y una noche
KASMIR_MARKET_PRIVATESHOP_2	Maestro de parrilla
KASMIR_MARKET_PRIVATESHOP_3	Cazador de tesoros
KASMIR_MARKET_PRIVATESHOP_4	Llama más baja
KASMIR_MARKET_PRIVATESHOP_5	Comerciante de armas
KASMIR_MARKET_PRIVATESHOP_6	Vendedor de armas
KASMIR_MARKET_PRIVATESHOP_7	Alquimista
KASMIR_PAKET_STANDART	Estándar
KASMIR_PAKET_FIRE	Fuego
KASMIR_PAKET_ICE	Hielo
KASMIR_PAKET_PAPER	Papel
KASMIR_PAKET_RIBON	Cinta
KASMIR_PAKET_WING	Ala
DESTROY	Destroy
PET_BTN_1	Bono de edad
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	Equipo
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Disfraces
PET_BTN_3	Progresión
PET_EVOLVE_TITLE	Evolución
PET_EVOLVE_BUTTON_OK	Evolucionar
PET_EVOLVE_BUTTON_CLOSE	Cerrar
PET_ENCHANT_TITLE	Aumentar la bonificación de mascota
PET_ENCHANT_CHOOSE	Seleccione el bono para incrementar:
PET_ENCHANT_ACCEPT	Mejorar
PET_ENCHANT_CLOSE	Cerrar
RANKING_TITLE	Clasificación
RANKING_RANK	Posición
RANKING_NAME	Nombre
RANKING_POINTS	Estadisticas
RANKING_CAT0	Ganar duelos
RANKING_CAT1	Derrotas duelos
RANKING_CAT2	Mata en la guerra
RANKING_CAT3	Daño de media contra jugador
RANKING_CAT4	Daño de la habilidad contra el jugador
RANKING_CAT5	Metin destruido
RANKING_CAT6	Monstruo muerto
RANKING_CAT7	Jefes asesinados
RANKING_CAT8	Daño medio contra el jefe
RANKING_CAT9	Daño por habilidad contra el jefe
RANKING_CAT10	Yang eligió
RANKING_CAT11	Gaya acumulada
RANKING_CAT12	Objetos encantados utilizados
RANKING_CAT13	Talismanes encantados utilizados
RANKING_CAT14	Peces capturados
RANKING_CAT15	Tiempo de juego (min)
RANKING_CAT16	Calabozo despejado
RANKING_CAT17	Cofres abiertos
COMB_TITLE	Transferencia de bonos
ATTR_COSTUME_REMOVE	Quitar Bonificación especial
ATTR_COSTUME_REMOVE_ACCEPT	Eliminar
ATTR_COSTUME_REMOVE_CLOSE	Cerrar
ATTR_COSTUME_REMOVE_CHOOSE	Elija la bonificación que desea eliminar:
SKILL_PASSIVE_DEFENSE	Pasivo
NEW_EXCHANGE_YOU	tú
BATTLE_PASS	Pase de batalla [F8]
BATTLE_PASS_MISSION_NAME	Nombre de la misión
BATTLE_PASS_MISSION_STATUS	Estado
BATTLE_PASS_MISSION_INFO	Información
BATTLE_PASS_INFO	Información sobre el Pase de Batalla
BATTLE_PASS_DESCRIPTION	Descripción de la misión
BATTLE_PASS_TOTAL_PROGRESS	Progreso total
SKILL_COLOR_TITLE	Elige el color
SKILL_COLOR_PRESET_TITLE	Preajuste de color
SKILL_COLOR_PRESET_SELECT	Elige un color
SKILL_COLOR_PRESET_SAVE	Guarda el código de color elegido
SKILL_COLOR_PRESET_CLEAR	Borrar el código de color seleccionado
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Código de colores
SKILL_COLOR_DEFAULT	Utilizar el color por defecto
SKILL_COLOR_CHANGE	Cambiar el color
SKILL_COLOR_CANCEL	Cancelar
WIKI_WONDER	Wiki
DUNGEON_INFO	Información de la mazmorra
OFFLINE_SHOP	Tienda offline
BIOLOGO	Biólogo
SAVE_POINT	Punto de guardado
TELEPORTER	Mapa de teletransporte
SUPPORT_SYSTEM	Apoya a Shamy [X]
CLASSIFICA_GIOCATORI	Clasificación de jugadores [F12]
CLASSIFICA_GILDA	Clasificación del gremio [F6]
SWITCH_BOT	Visita extra [K]
INVENTORY_SEPARATE	Sort Inventory
INVENTORY_SPECIAL_SEPARATE	Ordenar el inventario especial
Rune	Runa [J]
EXTRA_INVENTORY	Inventario especial [U]
QUEST_UI_TEXT_COLLECTION	Misión del biólogo
QUEST_UI_TEXT_DAILY	Misión diaria
QUEST_UI_TEXT_EVENT	Misión del evento
QUEST_UI_TEXT_LEVELUP	Misión de caza
QUEST_UI_TEXT_MAIN	Misión principal
QUEST_UI_TEXT_SCROLL	Misión del libro de desplazamiento
QUEST_UI_TEXT_SUB	Misión secundaria
QUEST_UI_TEXT_SYSTEM	Misión del juego
HIDE_COSTUME	Ocultar el traje
SELECT_YES_GUILD	Guild Name: %s
SUPPORT_SKILL_VALUE	Valor de la habilidad
SUPPORT_CHAR_TITLE	Personaje Chaman de apoyo
DRAGONSOUL_REFINE	Refinar
DRAGONSOUL_SHOP	Tienda
DEFANCE_WAWE_MAST_TEXT	Mástil del barco
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
DAILY_REWARD01	Recompensa diaria
DAILY_REWARD02	Recompensa
DAILY_REWARD03	Canjee
DAILY_REWARD04	Recompensa disponible:
DAILY_REWARD05	Tiempo:
OPTION_TILING	Gráfico
OPTION_TILING_APPLY	Aplicar
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Bonificación por absorción
SASH_COMBINE	combinar
SASH_MAIN	Faja 1
SASH_RESULT	Resultado
SASH_SERVE	Faja 2
BANNER_MINI_GAME_FINDM	TRÍO DE MONSTRUOS
GUILD_BANK_NUMBER	Número de banco
GUILD_BASEINFO_DEAL	Vender los terrenos del gremio
GUILD_BASEINFO_GOLDMANAGE	Transacción
GUILD_BASEINFO_LANDABANDON	Cancelar el contrato de tierra del gremio.
GUILD_BASEINFO_MONEYIN	Depósito
GUILD_BASEINFO_MONEYOUT	Retirada
GUILD_BASEINFO_VOTE	Encuesta
GUILD_LANDDEAL_VOTE	Vender los terrenos del gremio
GUILD_LANDDEAL_VOTE_DEALGOLD	Precio de Yang:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	Nombre del gremio:
GUILD_MEMBER_VOTE_CHECK	Comprobar la encuesta
SAFEBOX_TITLE	Almacenamiento
MINI_GAME_FINDM_HINT_BTN	Sugerencia
MINI_GAME_FINDM_START_BTN	Iniciar el juego
MINI_GAME_FINDM_TITLE	Trío de monstruos
MINI_GAME_FINDM_TRY_COUNT_TEXT	Intento
MINI_GAME_FINDM_UPGRADE_BAR1	objeto
MINI_GAME_FINDM_UPGRADE_BAR2	Contribución (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Artículo recibido
MINI_GAME_FINDM_UPGRADE_RETRY	Intento de mejora
MINI_GAME_FINDM_UPGRADE_TITLE	Aumentar la recompensa
MOUSEBUTTON_ANTIEXP	Anillo AntiExp
OPTION_CAMERA_DISTANCE_LONG_LONG	S. Far Away
PIN_CODE_DESC_1	Introduzca el código pin del jugador
PIN_CODE_DESC_2	para unirse al juego.
PIN_CODE_NEW	Nuevo código pin
PIN_CODE_CONFIRM_NEW	Confirmar el nuevo código pin
BOOKS_TITLE	Libros
COFFERS_TITLE	Cofres
STONES_TITLE	Piedras
UPPGRADE_TITLE	Materiales
USERNAMETEXT	nombre de usuario:
PASSWORDTEXT	Contraseña:
DUNGEON_INFO	Información de la mazmorra
DUNGEON_INFO_TYPE	Tipo:
DUNGEON_INFO_ORGANIZATION	Organización:
DUNGEON_INFO_LEVEL_LIMIT	Límite de nivel:
DUNGEON_INFO_PARTY_MEMBERS	Miembros del equipo:
DUNGEON_INFO_COOLDOWN	Tiempo de espera:
DUNGEON_INFO_DURATION	Duración:
DUNGEON_INFO_ENTRANCE	Entrada:
DUNGEON_INFO_STRENGTH	Fuerza:
DUNGEON_INFO_RESISTANCE	Resistencia:
DUNGEON_INFO_TOTAL_FINISHED	total acabado:
DUNGEON_INFO_FASTEST_TIME	Tiempo más rápido:
DUNGEON_INFO_HIGHEST_DAMAGE	El mayor daño en el jefe final:
DUNGEON_INFO_TELEPORT	Teletransporte
DUNGEON_INFO_CLOSE	Cerrar
DUNGEON_INFO_PERSONAL_STATS	Mis estadísticas personales
DUNGEON_INFO_DUNGEON	Mazmorra
DUNGEON_RANKING	Ranking
DUNGEON_RANKING_POSITION	Posición
DUNGEON_RANKING_NAME	Nombre
DUNGEON_RANKING_LEVEL	Nivel
DUNGEON_RANKING_POINTS	Puntos
DUNGEON_RANKING_TYPE1	Ranking final
DUNGEON_RANKING_TYPE2	Ranking de tiempos
DUNGEON_RANKING_TYPE3	Ranking de daños
DUNGEON_RANKING_POINT_TYPE1	Completado
DUNGEON_RANKING_POINT_TYPE2	Min. Tiempo
DUNGEON_RANKING_POINT_TYPE3	Max. Daño
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Pagina Principal
STARTPAGE_COLUMN_1_TITLE	Nuevos Items
STARTPAGE_COLUMN_2_TITLE	Nuevas Ofertas
STARTPAGE_COLUMN_3_TITLE	Recomendados
QUESTION_WANT_TO_BUY	Quieres comprar x{amount} {itemName} por {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Comprar
ITEMBOX_BUTTON_PREVIEW_TEXT	Ver
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Compra Coins
PLAYER_INFO_NAME_TITLE	Nombre
PLAYER_INFO_LEVEL_TITLE	Nivel
PLAYER_INFO_CURRENCY_TITLE	Coins
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Descuento de %d%%
BOX_SEARCH_NAME	Andra - Sistema de ver Cofres
BOX_SEARCH_SEARCH	Analizar
BOX_SEARCH_CLEAN	Vaciar
BOX_SEARCH_OPEN	Abrir
BOX_SEARCH_OPEN_ALL	Abrir Todo
BOX_SEARCH_NOITEM	No hay ningún artículo en la ranura de artículos para analizar.
BOX_SEARCH_NOOPEN	No hay ningún artículo en la ranura de artículos para abrir
