NPC_SEARCH	Cãutare Npc
GUILDLAND_DELA_VOTE_RESULT4	Sondajul este invalid.
GUILDLAND_DELA_VOTE_TEXT	A cãre-i bresle vrei sã vinzi terenul?
GUILDLAND_DELA_VOTE_TEXT1	Votezi pro pentru vânzarea pãmântului al breslei?
GUILDLAND_VOTE_TEXT	Vrei sã dai pãmântul în gestiunea breslei %s?
GUILDVOTE_CHANGEMASTER	Schimbã ºeful breslei.
GUILDVOTE_CHANGEMASTER_RESULT1	Breasla a fost cedatã.
GUILDVOTE_CHANGEMASTER_RESULT2	Breasla %s þi-a fost cedatã þie.
GUILDVOTE_CHANGEMASTER_RESULT3	Cedeazã breasla cãtre membrul %s.
GUILDVOTE_CHANGEMASTER_RESULT4	Sondajul este invalid.
GUILDVOTE_CHANGEMASTER_RESULT5	Noul ºef al breslei: %s
GUILDVOTE_CHANGEMASTER_TEXT1	Vrei sã cedezi breasla cãtre %s?
GUILDVOTE_CHANGEMASTER_TEXT2	
GUILDVOTE_CHANGEMASTER_TEXT3	Vrei cu adevãrat sã renunþi la conducerea breslei?
GUILDVOTE_CHANGEMASTER_TEXT4	
GUILDVOTE_CHANGEMASTER_VOTETEXT1	Cedezi breasla cãtre %s.
GUILDVOTE_CHANGEMASTER_VOTETEXT2	Votezi în favoarea cedãrii a breslei?
GUILDVOTE_MEMBEROUT	Esclude membru
GUILDVOTE_MEMBEROUT_AUTH	Nu ai permisiunea pentru a continua.
GUILDVOTE_MEMBEROUT_NOMAL	Vrei cu adevãrat sã excluzi acest membru?
GUILDVOTE_MEMBEROUT_RESULT1	Membru exclus: %s
GUILDVOTE_MEMBEROUT_RESULT2	Rezultatul sondajului
GUILDVOTE_MEMBEROUT_RESULT3	Te-au exclus din breasla %s.
GUILDVOTE_MEMBEROUT_RESULT4	Rezultatul sondajului
GUILDVOTE_MEMBEROUT_RESULT5	Sondajul este invalid.
GUILDVOTE_MEMBEROUT_TEXT1	Vrei sã începi sondajul împotriva lui %s?
GUILDVOTE_MEMBEROUT_TEXT2	Sondaj: esclude acest membru din breaslã?
GUILDVOTE_MEMBEROUT_VOTETEXT1	Sondaj: %s trebuie sã fie exclus din breaslã?
GUILDVOTE_MEMBEROUT_VOTETEXT2	
GUILDVOTE_NO	Contra
GUILDVOTE_OK	Pro
GUILDVOTE_RESULT_AGGRE_MEMBER	Pro: %d
GUILDVOTE_RESULT_ALL_MEMBER	Participanþi: %d
GUILDVOTE_RESULT_OPPESE_MEMBER	Contra: %d
GUILDVOTE_RESULT_TIME	%d zile %d ore %d minute %d seconde
GUILDVOTE_SELECT_ONE	Alege un personaj.
GUILDWINDOW_BUTTON_BASEDEALVOTE	Sondaj
GUILDWINDOW_BUTTON_VOTECHECK	Controleazã sondaj
REFINE_FAILURE_CAN_NOT_ATTACH0	%s acest item nu poate fi introdus.
TASKBAR_ANTIEXP	Inel anti-EXP
TOOLTIP_FISHINGROD_UPGRADE4	Acum du-te la pescar pentru
TOOLTIP_FISHINGROD_UPGRADE5	a achiziþiona noul tip
TOOLTIP_FISHINGROD_UPGRADE6	de undiþã!
TOOLTIP_FISHINGROD_UPGRADE7	Aceastã undiþã este top!
TOOLTIP_APPLY_ATTBONUS_METIN	Tare împotriva Metine %d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOSS	Tare împotriva ªefilor %d%%	SA
TOOLTIP_APPLY_RESIST_MONSTER	Rezistenþã la Monºtrii %d%%	SA
INPUT_PIN_CODE_DIALOG_TITLE	Pincode
SELECT_WRONG_PIN_CODE	Pincode greºit!
SELECT_NOT_MATCH_PIN_CODE	Cele douã pin-uri nu coincid.
PIN_CODE_TOOLTIP_LINE1	Deja ai schimbat pincode-ul personajului tãu?
PIN_CODE_TOOLTIP_LINE2	În caz contrar, pincode-ul tãu este "0000".
PIN_CODE_TOOLTIP_LINE3	Vei putea edita pincode-ul dacã doreºti.
PIN_CODE_TOOLTIP_LINE4	Dacã ai uitat pincode-ul va trebuii sã îl recuperezi prin
PIN_CODE_TOOLTIP_LINE5	site-ul oficial.
OFFLINESHOP_TOOLTIP_RIGHT_CLICK_FOR_SALE	|Eemoji/key_rclick|e Vinde
OFFLINESHOP_CANT_SELECT_ITEM_DURING_BUILING	Nu poþi face asta atunci când creezi un magazin.
OFFLINESHOP_CREATE_SHOP_NO_NAME_INSERTED	Trebuie sã introduci numele magazinului.
OFFLINESHOP_CREATE_SHOP_INVALID_DURATION	Trebuie sã alegi durata magazinului.
OFFLINESHOP_CREATE_SHOP_NO_ITEMS_INSERTED	Trebuie sã vinzi cel puþin un obiect pentru a deschide magazinul.
OFFLINESHOP_ITEMS_COUNT_TEXT	( %d iteme)
OFFLINESHOP_BUILDING_LEFT_CLICK_EDIT_PRICE	|Eemoji/key_lclick|e Modificã preþul
OFFLINESHOP_BUILDING_LEFT_CLICK_CTRL_REMOVE_ITEM	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Scoate
OFFLINESHOP_DAY_TEXT	%d Zile
OFFLINESHOP_HOUR_TEXT	%d Ore
OFFLINESHOP_MINUTE_TEXT	%d Minute
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_BUY_ITEM	|Eemoji/key_lclick|e Cumpãrã
OFFLINESHOP_OPEN_SHOP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Fã o ofertã
OFFLINESHOP_BUY_ITEM_QUESTION_ACCEPT	Cumpãrã
OFFLINESHOP_BUY_ITEM_QUESTION_CANCEL	Anuleazã
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT	Vrei sã cumperi %s x %d pentru %d Yang?
OFFLINESHOP_BUY_ITEM_QUESTION_COUNT2	Vrei sã cumperi %s x %d pentru %d Yang?
OFFLINESHOP_BUY_ITEM_QUESTION	Vrei sã cumperi %s pentru %d Yang?
OFFLINESHOP_BUY_ITEM_QUESTION2	Vrei sã cumperi %s pentru %d Yang?
OFFLINESHOP_EDIT_SHOPNAME_DESCRIPTION	Introdu noul nume:
OFFLINESHOP_EDIT_SHOPNAME_TITLE	Modificã numele
OFFLINESHOP_EDIT_SHOPNAME_TOOLTIP	Modificã numele
OFFLINESHOP_NAME_SUGGESTION_UNSELECT	Selecteazã item-ul..
OFFLINESHOP_TYPE_COMBOBOX_NOSET	Selecteazã tipul..
OFFLINESHOP_TYPE_COMBOBOX_WEAPON	Arme
OFFLINESHOP_TYPE_COMBOBOX_ARMOR	Echipamente
OFFLINESHOP_TYPE_COMBOBOX_METIN	Pietre
OFFLINESHOP_TYPE_COMBOBOX_FISH	Peºti
OFFLINESHOP_TYPE_COMBOBOX_SKILLBOOK	Cãrþi
OFFLINESHOP_TYPE_COMBOBOX_BLEND	Îmbunãtãþiri
OFFLINESHOP_TYPE_COMBOBOX_DS	Alchimie
OFFLINESHOP_TYPE_COMBOBOX_RING	Inele
OFFLINESHOP_TYPE_COMBOBOX_BELT	Curele
OFFLINESHOP_TYPE_COMBOBOX_COSTUME	Costume
OFFLINESHOP_TYPE_COMBOBOX_METIN	Pietre
OFFLINESHOP_TYPE_COMBOBOX_GIFTBOX	Cufere
OFFLINESHOP_TYPE_COMBOBOX_REFINE	Item Upp
OFFLINESHOP_COMBOBOX_WEAPON_SWORD	Sabie
OFFLINESHOP_COMBOBOX_WEAPON_DAGGER	Pumnal
OFFLINESHOP_COMBOBOX_WEAPON_BOW	Arc
OFFLINESHOP_COMBOBOX_WEAPON_TWO_HANDED	Douã-mâini
OFFLINESHOP_COMBOBOX_WEAPON_BELL	Clopot
OFFLINESHOP_COMBOBOX_WEAPON_FAN	Evantai
OFFLINESHOP_COMBOBOX_WEAPON_CLAW	Ghearã
OFFLINESHOP_COMBOBOX_ARMOR_BODY	Armurã
OFFLINESHOP_COMBOBOX_ARMOR_HEAD	Coif
OFFLINESHOP_COMBOBOX_ARMOR_SHIELD	Scut
OFFLINESHOP_COMBOBOX_ARMOR_WRIST	Brãþarã
OFFLINESHOP_COMBOBOX_ARMOR_FOOTS	Papuci
OFFLINESHOP_COMBOBOX_ARMOR_NECK	Colier
OFFLINESHOP_COMBOBOX_ARMOR_EAR	Cercei
OFFLINESHOP_COMBOBOX_COSTUME_BODY	Costume armurã
OFFLINESHOP_COMBOBOX_COSTUME_HAIR	Frizurã
OFFLINESHOP_COMBOBOX_COSTUME_MOUNT	Mount
OFFLINESHOP_COMBOBOX_COSTUME_ACCE	Eºarfã
OFFLINESHOP_COMBOBOX_COSTUME_WEAPON	Skin Armã
OFFLINESHOP_ATTR_UNSET	Selecteazã bonus..
OFFLINESHOP_ATTR_MAX_HP	Max PV
OFFLINESHOP_ATTR_MAX_SP	Max PM
OFFLINESHOP_ATTR_CON	VIT
OFFLINESHOP_ATTR_INT	INT
OFFLINESHOP_ATTR_STR	STR
OFFLINESHOP_ATTR_DEX	DEX
OFFLINESHOP_ATTR_ATT_SPEED	Vitezã de Atac
OFFLINESHOP_ATTR_MOV_SPEED	Vitezã de Miºcare
OFFLINESHOP_ATTR_CAST_SPEED	Vitezã Farmecului
OFFLINESHOP_ATTR_HP_REGEN	Regenerare PV
OFFLINESHOP_ATTR_SP_REGEN	Regenerare PM
OFFLINESHOP_ATTR_APPLY_POISON_PCT	Poss. di avvelenamento
OFFLINESHOP_ATTR_APPLY_STUN_PCT	ªansã de blocare
OFFLINESHOP_ATTR_APPLY_SLOW_PCT	ªansã de încetinire
OFFLINESHOP_ATTR_APPLY_CRITICAL_PCT	ªansa de lov. criticã
OFFLINESHOP_ATTR_APPLY_PENETRATE_PCT	ªansã la lov. pãtrunzãtoare
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WARRIOR	Forte contro Guerriero
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ASSASSIN	Tare împotriva ninja
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SURA	Tare împotriva sura
OFFLINESHOP_ATTR_APPLY_ATTBONUS_SHAMAN	Tare împotriva ºhaman
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MONSTER	Tare împotriva monºtrilor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_HUMAN	Tare împotriva semi-oamenilor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ANIMAL	Tare împotriva animalelor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_ORC	Tare împotriva orcilor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_MILGYO	Tare împotriva esotericilor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_UNDEAD	Puternic împotriva vampirilor
OFFLINESHOP_ATTR_APPLY_ATTBONUS_DEVIL	Tare împotriva diavolului
OFFLINESHOP_ATTR_APPLY_STEAL_HP	daune vor fi absorbite de PV
OFFLINESHOP_ATTR_APPLY_STEAL_SP	daune vor fi absorbite de PM
OFFLINESHOP_ATTR_APPLY_MANA_BURN_PCT	ºansã de a jefui SP
OFFLINESHOP_ATTR_APPLY_DAMAGE_SP_RECOVER	pos de a primi PM la lov. reuºite
OFFLINESHOP_ATTR_APPLY_BLOCK	ªansã de a bloca un atac corporal
OFFLINESHOP_ATTR_APPLY_DODGE	ªansã de a evita atacul cu sãgeþi
OFFLINESHOP_ATTR_APPLY_RESIST_SWORD	Apãrare cu sabia
OFFLINESHOP_ATTR_APPLY_RESIST_TWOHAND	Apãrare cu douã mâini
OFFLINESHOP_ATTR_APPLY_RESIST_DAGGER	Apãrare pumnal
OFFLINESHOP_ATTR_APPLY_RESIST_BELL	Apãrare clopot
OFFLINESHOP_ATTR_APPLY_RESIST_FAN	Apãrare evantai
OFFLINESHOP_ATTR_RESIST_BOW	Apãrare Sãgeatã
OFFLINESHOP_ATTR_RESIST_FIRE	Rezistenþã la Foc
OFFLINESHOP_ATTR_RESIST_ELEC	Rezistenþã la Fulger
OFFLINESHOP_ATTR_RESIST_MAGIC	Rezistenþã la Magie
OFFLINESHOP_ATTR_APPLY_RESIST_WIND	Rezistenþã la Vânt
OFFLINESHOP_ATTR_APPLY_REFLECT_MELEE	ºansã de a reflecta lov. atacului corporal
OFFLINESHOP_ATTR_APPLY_REFLECT_CURSE	ªansa de a reflecta un blestem
OFFLINESHOP_ATTR_APPLY_POISON_REDUCE	RRezistenþa la otravã
OFFLINESHOP_ATTR_APPLY_KILL_SP_RECOVER	ªansã de a reface PM
OFFLINESHOP_ATTR_APPLY_EXP_DOUBLE_BONUS	ªansã la bonus-EXP
OFFLINESHOP_ATTR_APPLY_GOLD_DOUBLE_BONUS	ªansã de a arunca de douã ori mai mult Yang
OFFLINESHOP_ATTR_APPLY_ITEM_DROP_BONUS	ªansã de a arunca de 2 ori mai multe obiecte
OFFLINESHOP_ATTR_APPLY_POTION_BONUS	creºtere efect al licorii
OFFLINESHOP_ATTR_APPLY_KILL_HP_RECOVER	ªansã de a reface PV
OFFLINESHOP_ATTR_APPLY_IMMUNE_STUN	Apãrare împotriva necunoºtinþei
OFFLINESHOP_ATTR_APPLY_IMMUNE_SLOW	Apãrare împotriva încetinirii
OFFLINESHOP_ATTR_APPLY_IMMUNE_FALL	Imun la cãzãturã
OFFLINESHOP_ATTR_BOW_DISTANCE	Autonomia arcului
OFFLINESHOP_ATTR_DEF_GRADE	Apãrare
OFFLINESHOP_ATTR_ATT_GRADE	Valoarea atacului
OFFLINESHOP_ATTR_MAGIC_ATT_GRADE	Valoarea atacului magic
OFFLINESHOP_ATTR_MAGIC_DEF_GRADE	Apãrare Magicã
OFFLINESHOP_ATTR_MAX_STAMINA	Rezistenþã max.
OFFLINESHOP_ATTR_MALL_ATTBONUS	Atac
OFFLINESHOP_ATTR_MALL_DEFBONUS	Apãrare
OFFLINESHOP_ATTR_MALL_EXPBONUS	EXP
OFFLINESHOP_ATTR_MALL_ITEMBONUS	ªansa de drop obiect a crescut cu 200%
OFFLINESHOP_ATTR_MALL_GOLDBONUS	ªansa de drop Yang a crescut
OFFLINESHOP_ATTR_SKILL_DAMAGE_BONUS	Paguba Abilitãþii
OFFLINESHOP_ATTR_NORMAL_HIT_DAMAGE_BONUS	Paguba medie
OFFLINESHOP_ATTR_SKILL_DEFEND_BONUS	Rezistenþã la Paguba Abilitãþii
OFFLINESHOP_ATTR_NORMAL_HIT_DEFEND_BONUS	Rezistenþa medie la pagubã
OFFLINESHOP_ATTR_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus
OFFLINESHOP_ATTR_MALL_ITEMBONUS_P_STATIC	iCafe ªansa de a aduna obiecte
OFFLINESHOP_ATTR_APPLY_RESIST_WARRIOR	Rezistenþã Rãzboinici
OFFLINESHOP_ATTR_APPLY_RESIST_ASSASSIN	Rezistenþã Ninja
OFFLINESHOP_ATTR_APPLY_RESIST_SURA	Rezistenþã Sura
OFFLINESHOP_ATTR_APPLY_RESIST_SHAMAN	Rezistenþã ªamani
OFFLINESHOP_ATTR_APPLY_MAX_HP_PCT	Max PV %%
OFFLINESHOP_ATTR_APPLY_MAX_SP_PCT	Max PM %%
OFFLINESHOP_ATTR_ENERGY	Energie
OFFLINESHOP_ATTR_COSTUME_ATTR_BONUS	Bonus costum
OFFLINESHOP_ATTR_MAGIC_ATTBONUS_PER	Nefolosit
OFFLINESHOP_ATTR_MELEE_MAGIC_ATTBONUS_PER	Nefolosit
OFFLINESHOP_ATTR_RESIST_ICE	Rezistenþã la Gheaþã
OFFLINESHOP_ATTR_RESIST_EARTH	Rezistenþã la Pãmânt
OFFLINESHOP_ATTR_RESIST_DARK	Rezistenþã la Întuneric
OFFLINESHOP_ATTR_ANTI_CRITICAL_PCT	Anti-critic
OFFLINESHOP_ATTR_ANTI_PENETRATE_PCT	Anti-pãtrunzãtoare
OFFLINESHOP_ATTR_APPLY_BLEEDING_PCT	Atac sangeros
OFFLINESHOP_ATTR_APPLY_BLEEDING_REDUCE	Rezistenta impotriva atacului sangeros
OFFLINESHOP_ATTR_APPLY_ATTBONUS_WOLFMAN	Puternic impotriva Lycanilor
OFFLINESHOP_ATTR_APPLY_RESIST_CLAW	Apãrare Ghearã
OFFLINESHOP_ATTR_APPLY_RESIST_WOLFMAN	Rezistenþã Lycan
OFFLINESHOP_ATTR_RESIST_MAGIC_REDUCTION	Rezistenþã Anti-Magie
OFFLINESHOP_ATTR_RES	Rezistenþã corporalã
OFFLINESHOP_ATTR_HARDNESS_GRADE	Duritate
OFFLINESHOP_RARITY_ITEM_UNSET	Selecþioneazã raritatea..
OFFLINESHOP_NO_FILTER_ACTIVE_MESSAGE	Nu ai activat nici un filtru de cãutare.
OFFLINESHOP_SEARCH_FILTER_NAME_NOSET	Trebuie sã introduci un nume pentru a cãuta prin filtru nume.
OFFLINESHOP_SEARCH_RARITY_ERROR	Trebuie sã selecþionezi o raritate pentru a cãuta prin filtru raritate.
OFFLINESHOP_SEARCH_PRICE_ERROR	Intervalul dintre nivele introdus este invalid.
OFFLINESHOP_SEARCH_PRICE_LEVEL	Intervalul dintre preþuri introdus este invalid.
OFFLINESHOP_MY_PATTERN_INSERT_NAME_DESC	Introdu un nume pentru filtru.
OFFLINESHOP_MY_PATTERN_INSERT_NAME_TITLE	Salveazã Filtrul
OFFLINESHOP_PATTERN_SAVED_SUCCESS	Filtrul a fost introdus în filtrele salvate.
OFFLINESHOP_SAFEBOX_TOOLTIP_GETITEM	|Eemoji/key_lclick|e Retrage
OFFLINESHOP_SHOP_SAFEBOX_QUESTION_GET_ITEM_COUNT	Vrei sã retragi %s x %d din depozitul magazinului?
OFFLINESHOP_SHOP_SAFEBOX_QUESTION_GET_ITEM	Vrei sã retragi %s din depozitul magazinului?
OFFLINESHOP_SHOP_SAFEBOX_ACCEPT	Acceptã
OFFLINESHOP_SAFEBOX_CANCEL	Anuleazã
OFFLINESHOP_SAFEBOX_GET_VALUTE_TITLE	Retrage
OFFLINESHOP_MAKE_OFFER_TITLE	Ofertã Privatã
OFFLINESHOP_CANCEL_OFFER_QUESTION_ACCEPT	Confirmã
OFFLINESHOP_CANCEL_OFFER_QUESTION_CANCEL	Ieºi
OFFLINESHOP_CANCEL_OFFER_QUESTION	Vrei sã anulezi oferta?
OFFLINESHOP_MY_OFFER_OFFER_TEXT	Oferta: %s
OFFLINESHOP_ACCEPT_OFFER_QUESTION	Vrei sã accepþi oferta?
OFFLINESHOP_ACCEPT_OFFER_QUESTION_ACCEPT	Da
OFFLINESHOP_ACCEPT_OFFER_QUESTION_CANCEL	Nu
OFFLINESHOP_CREATE_AUCTION_INVALID_PRICE	Trebuie sã introduci o bazã a licitaþiei validã.
OFFLINESHOP_AUCTION_MIN_RAISE	Relansarea minimã e de %s Yang.
OFFLINESHOP_AUCTION_MAKE_OFFER	Oferta licitaþiei
OFFLINESHOP_SCRIPTFILE_CREATE_TEXT	Creeazã
OFFLINESHOP_SCRIPTFILE_CLOSE_SHOP_TEXT	Închide
OFFLINESHOP_SCRIPTFILE_CLOSE_AUCTION_TEXT	Închide
OFFLINESHOP_CANCEL_OFFER_QUESTION	Vrei sã anulezi oferta?
OFFLINESHOP_CANCEL_OFFER_QUESTION_ACCEPT	Da
OFFLINESHOP_CANCEL_OFFER_QUESTION_CANCEL	Nu
OFFLINESHOP_MYOFFERS_CANCEL_BUTTON_TEXT	Anuleazã
OFFLINESHOP_SCRIPTFILE_RESET_FILTER_TEXT	Reseteazã tot
OFFLINESHOP_SCRIPTFILE_START_SEARCH_TEXT	Începe cãutarea
OFFLINESHOP_SCRIPTFILE_SAVE_AS_PATTERN_TEXT	Salveazã filtrul
OFFLINESHOP_WEAR_WARRIOR	Rãzboinic
OFFLINESHOP_WEAR_ASSASSIN	Ninja
OFFLINESHOP_WEAR_SURA	Sura
OFFLINESHOP_WEAR_SHAMAN	Þaman
OFFLINESHOP_WEAR_WOLFMAN	Lycan
OFFLINESHOP_TOOLTIP_WEAR_INFO	Purtabil : 
OFFLINESHOP_TOOLTIP_NAME_INFO	Nume : 
OFFLINESHOP_TOOLTIP_PRICE_INFO	Preþ : 
OFFLINESHOP_TOOLTIP_LEVEL_INFO	Nivel : 
OFFLINESHOP_TOOLTIP_TYPE_INFO	Tip : 
OFFLINESHOP_TOOLTIP_ATTR_INFO	Bonus : 
OFFLINESHOP_TOOLTIP_RARITY_INFO	Rarite : 
OFFLINESHOP_SEARCH_RISE_LIMIT	A fost atinsã limia de iteme (%d iteme)
OFFLINESHOP_TOOLTIP_LEFT_CLICK_MAKE_OFFER	|Eemoji/key_lclick|e Fã o ofertã
RARITY_ITEM_COMMON	Item Comun
RARITY_ITEM_EPIC	Item Epic
RARITY_ITEM_LEGENDARY	Item Legendar
RARITY_ITEM_ANTIQUE	Item Antic
RARITY_ITEM_MISTIC	Item Mistic
DUNGEON_INFO_TYPE0	Necunoscut
DUNGEON_INFO_TYPE1	Privat
DUNGEON_INFO_TYPE2	Global
DUNGEON_INFO_ORGANIZATION0	Nimic
DUNGEON_INFO_ORGANIZATION1	Grup
DUNGEON_INFO_ORGANIZATION2	Breaslã
DUNGEON_INFO_NONE	Nimic
DUNGEON_INFO_DO_YOU_TELEPORT	Vrei sã te teleportezi %s?
DUNGEON_INFO_STATUS0	Accesibil
DUNGEON_INFO_STATUS1	În curs
DUNGEON_INFO_STATUS2	Închis
DUNGEON_LEVEL_LIMIT_MAX_PASS	Nivel prea mare!
DUNGEON_LEVEL_LIMIT_MIN_PASS	Nivel prea mic!
MAP_NAME_0	Necunoscut
MAP_NAME_27	Slime
MAP_NAME_66	Turnul Demonilor
MAP_NAME_208	Beran
MAP_NAME_209	Templul Ochao
MAP_NAME_210	Pãdurea Fermecatã
MAP_NAME_212	Meley
MAP_NAME_216	Catacombele Diavolului
MAP_NAME_217	Regina
MAP_NAME_351	Razador
MAP_NAME_352	Nemere
MAP_NAME_353	Apãrarea Navei
MAP_NAME_355	Labirintul Orcilor
EMOTION_CALL	Strigã
EMOTION_CHARGING	Încãrcare
EMOTION_CELEBRATION	Petrecere
EMOTION_ALCOHOL	Noroc!
EMOTION_HUNGRY	Înfometat
EMOTION_SELFIE	Selfie
EMOTION_EXERCISE	Încãlzit
EMOTION_DOZE	Aþipit
EMOTION_DANCE_7	Samba
SOUL_ITEM_TOOLTIP_APPLY	Efectul este activat
SOUL_ITEM_TOOLTIP_BLUE1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Daune abilitate crescute cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_COMMON	Nu ºi pentru PvP, Transformare
SOUL_ITEM_TOOLTIP_RED1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Daune atac crescut cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Atacuri rãmase: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Spiritul expirã în
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efectul nu este activat
SOUL_REFINE_FAILURE	Rafinarea a eºuat.
SOUL_REFINE_SUCCESS	Rafinare reuºitã!
EMPIRE_SELECT_MODE	Alege regat
CHARACTER_CREATE_MODE	Creaza caracter
CHARACTER_SELECT_MODE	Alege caracter
TOOLTIP_APPLY_ATTBONUS_DESERT	Tare împotriva Monºtrilor Deºertului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Tare împotriva Insectelor +%d%%	SA
CHEQUE_SYSTEM_UNIT_YANG	Yang
ACCE_ABSORB_COST	Pret Absorbtie: %d
ACCE_ALREADY_REGISTER	Acest obiect a fost deja folosit.
ACCE_DEL_ABSORDITEM	Absorbi obiectul, distrugându-l inaces proces?
ACCE_DEL_SERVEITEM	Esarfa 2 va fi distrusa daca esueaza combinatia.
ACCE_DEL_SERVEITEM2	Eºarfa 2 va fi distrusã daca va eºua combinaþia.
ACCE_INITEM	Trage obiectul in fereastra.
ACCE_MAXGRADE	Acesta a fost deja personalizat.
ACCE_MAX_DRAINRATE	Max. Ratã de Absorbþie
ACCE_NOTABSORBITEM	Nu poti folosi o bucata de arma sau armura ce a fost deja absorbita.
ACCE_NOT_SEALITEM	Nu poti folosi niciun obiect personalizat.
ACCE_NOT_USINGITEM	Nu poti combina un obiect echipat.
ACCE_NOT_WINDOWOPEN	Nu poti folosi acest obiect daca fereastra folosita la combinatii este deschisa.
ACCE_POSSIBLE_ACCE	Poti folosi doar Esarfe.
ACCE_POSSIBLE_ACCEITEM	Poti extrage doar bonusurile din arme si armuri.
AFF_LOVE_POINT	Punct de dragoste: %d%%
ALIGNMENT_NAME	Puncte de grad:
ATTACK_ERROR_UNKNOWN	Greºealã de atac necunoscutã: %s
ATTENDANCE_REWARD_QUESTION	Doreºti sã colectezi recompensa?
ATTR_6TH_7TH_ADD_QUESTION1	Nu poþi folosi acest obiect în timp ce se adaugã un bonus.
ATTR_6TH_7TH_ADD_QUESTION2	Doreºti sã adaugi un bonus?
ATTR_6TH_7TH_CHANGE_FAIL	Nu poþi schimba bonusul.
ATTR_6TH_7TH_DESC1	a. Trebuie sã adaugi materialele necesare obiectului pentru a adãuga al 6lea ºi al 7lea bonus.
ATTR_6TH_7TH_DESC2	b. Fiecare marcasitã creºte rata de succes cu 2%.
ATTR_6TH_7TH_DESC3	c. Foloseºte un aditiv pentru a creºte rata de succes ºi mai mult.
ATTR_6TH_7TH_DESC4	d. Dureazã 24 de ore pentru a adãuga un bonus. În acest timp, NPC va pãstra obiectul pe care ar trebui adãugat bonusul. Imediat ce procesul este complet, îl poþi recupera.
ATTR_6TH_7TH_POSSIBILITY	Poþi adãuga un bonus adiþional.
ATTR_6TH_7TH_TOTAL_SUCCESS_PERCENT	Ratã de succes: %.1f%%
AURA_DRAIN_PER	Ratã absorbþie %.1f%%
AURA_EVOLUTION_GOLD	[Aura] Yang insuficient pentru evoluare.
AURA_IMPOSSIBLE_ABSORBITEM	[Aura] Obiectul transmis nu poate fi utilizat.
AURA_IMPOSSIBLE_EQUIPITEM	[Aura] Obiectele echipate nu pot fi transmise.
AURA_IMPOSSIBLE_EVOLUTION_ITEM	[Aura] Nu poate fi evoluat.
AURA_IMPOSSIBLE_EVOLUTION_ITEMCOUNT	[Aura] Numãrul de obiecte nu este suficient pentru evoluare.
AURA_IMPOSSIBLE_GROWTHITEM	[Aura] Nu poate fi îmbunãtãþit.
AURA_IMPOSSIBLE_REFINEITEM	[Aura] Doar un Costum Aura, Colier, Cercel sau Banderolã pot fi folosite.
AURA_IMPOSSIBLE_SEALITEM	[Aura] Obiectele personalizate nu pot fi transmise.
AURA_ITEM_NEED_REGISTER	[Aura] Obiectul trebuie inserat.
AURA_LEVEL_STEP	Nivel %d (Stagiu %d)
AURA_MAX_LEVEL	[Aura] Costumul Aura a ajuns la nivelul maxim.
AURA_NOTICE_DEL_ABSORDITEM	[Aura] Obiectul transmis va fi distrus.
AURA_OPEN_OTHER_WINDOW	Nu poþi face asta în timp ce este deschisã o ferestrã pentru îmbunãtãþire, evoluþie sau transfer de statusuri.
AURA_POSSIBLE_AURAITEM	[Aura] Doar Costum Aura poate fi folosit.
AURA_POSSIBLE_REGISTER_AURAITEM	[Aura] Costum Aura trebuie inserat mai întâi.
AURA_TITLE_ABSORB	Transmite valorile în Costum Aura.
AURA_TITLE_EVOLUTION	Evoluþie Costum Aura
AURA_TITLE_GROWTH	Îmbunãtãþire Costum Aura
AURA_TOOLTIP_EXP	EXP (%d%% / 100%%)
AURA_TOOLTIP_LEVEL	Nivel %d (Stagiu %d) (Ratã de absorbþie %.1f%%)
AURA_TOOLTIP_NEED_YANG	%s Yang
AURA_TOOLTIP_NEXT	Nou
AURA_TOOLTIP_NOW	Actual
AURA_TOOLTIP_RESOURCE	Consumabile
AURA_TOOLTIP_RESOURCE_ITEM	%s * %d
AUTO_TOOLTIP_LINE1	Abilitãþi: Alege abilitãþile de lupta ºi trage-le în locurile libere. (Premium)
