TELEPORT_PANEL_TITLE	Teleporter
MC_SHUFFLE_BUTTON	Carduri Misiuni Modificate
MC_SUMMON_BUTTON	Cheamã
MC_TAB_BUTTON_CARD_MISSION	Card Misiune
MC_TAB_BUTTON_PARTY	Colecþie Temniþã
MC_TAB_BUTTON_SOLO	Deschide Colecþia Lumii
MC_WARP_BUTTON	Teleport
MESSAGE	Acesta este un mesaj
MESSENGER_ADD_FRIEND	Adaugã prieten
MESSENGER_BLOCK_FRIEND	Blocheazã
MESSENGER_DELETE_FRIEND	ªterge
MESSENGER_MOBILE	Trimite SMS
MESSENGER_OPEN_GUILD	Deschide fereastra breslei
MESSENGER_TITLE	Prieteni
MESSENGER_USE_GUILD_MOVE_SKILL	Foloseºte Competenþa de miºcare a breslei
MESSENGER_WHISPER	ªoaptã
MINIGAME_FISH_EVENT_USE_COUNT	Cantitate
MINIMIZE	Minimeazã
MINI_BOSS_DUNGEON_DESC_BTN	Reguli Eveniment
MINI_BOSS_DUNGEON_TITLE_NAME	Nume
MINI_BOSS_DUNGEON_TITLE_NUM	Rang
MINI_BOSS_DUNGEON_TITLE_POINT	Puncte Apocalipsã
MINI_BOSS_DUNGEON_TOOTIP_01	Vedere Generalã Temniþã
MINI_BOSS_DUNGEON_TOOTIP_02	Apocalipsa pentru Nivel 40-80
MINI_BOSS_DUNGEON_TOOTIP_03	Apocalipsa pentru Nivel 81+
MINI_BOSS_DUNGEON_TOOTIP_04	Intrã
MINI_BOSS_DUNGEON_TOOTIP_05	Timp Rãmas
MINI_BOSS_DUNGEON_TOOTIP_06	Puncte Mele Apocalipsã
MINI_BOSS_DUNGEON_TOOTIP_07	Apocalipse Rãmase
MINI_BOSS_DUNGEON_TOOTIP_08	Recompensa Mea
MINI_BOSS_TITLE	Apocalipsa Zodiac
MINI_GAME_BLACK_AND_WHITE_DONATE	Doneazã
MINI_GAME_BLACK_AND_WHITE_GAME_TITLE	Duelul Profeþilor
MINI_GAME_BLACK_AND_WHITE_RANK_BUTTON	Ranguri
MINI_GAME_BLACK_AND_WHITE_REWARD_TRADE	Premii
MINI_GAME_BLACK_AND_WHITE_START_BUTTON	Start
MINI_GAME_BLACK_AND_WHITE_WAITTING_TITLE	Duelul Profeþilor
MINI_GAME_CATCHKING_CHALLENGE	Pariu
MINI_GAME_CATCHKING_HELP_TEXT	Reguli
MINI_GAME_CATCHKING_HIGH_SCORE	Scor Mare
MINI_GAME_CATCHKING_MYNUMBER	Cãrþile Mele
MINI_GAME_CATCHKING_POPUP_CONFIRM	Aratã/Ascunde fereastra
MINI_GAME_CATCHKING_RETRY	Joacã din Nou
MINI_GAME_CATCHKING_REWARD	Recompensa Ta
MINI_GAME_CATCHKING_SCORE	Puncte
MINI_GAME_CATCHKING_SELECTION_NUMBER	Cãrþi Descoperite
MINI_GAME_CATCHKING_START_TEXT	Start
MINI_GAME_CATCHKING_TITLE	Prinde Regele
MINI_GAME_FISH_HELP_TEXT	Ajutor
MINI_GAME_FISH_START_TEXT	Start
MINI_GAME_FISH_TITLE	Pescuit Jigsaw
MINI_GAME_RUMI_DISCARD_TEXT	Modul Sigur
MINI_GAME_RUMI_EXIT	Sfârºit
MINI_GAME_RUMI_LBUTTON_DESC	Stânga mouse sã adaugi card
MINI_GAME_RUMI_RBUTTON_DESC	Dreapta mouse sã renunþi la card
MINI_GAME_RUMI_SCORE	Scor
MINI_GAME_RUMI_START_TEXT	Start
MINI_GAME_RUMI_TITLE	Metin2 Jocul Okey cu Carduri
MINI_GAME_YUTNORI_COM_TEXT	Calculator
MINI_GAME_YUTNORI_PLAYER_TEXT	Jucãtor
MINI_GAME_YUTNORI_PROBABILITY	ªansã
MINI_GAME_YUTNORI_PROB_DESC	Alege un scor Yut pentru a-i creºte ºansa de a fi aruncat.
MINI_GAME_YUTNORI_REMAIN_COUNT	Mutãri
MINI_GAME_YUTNORI_REWARD_TEXT	Recompensã
MINI_GAME_YUTNORI_SCORE	Scor
MINI_GAME_YUTNORI_START_TEXT	Start
MINI_GAME_YUTNORI_THROW	Aruncã
MINI_GAME_YUTNORI_TITLE	Yut Nori
MINI_GAME_YUTNORI_YUTSEM1	Do
MINI_GAME_YUTNORI_YUTSEM2	Gae
MINI_GAME_YUTNORI_YUTSEM3	Geol
MINI_GAME_YUTNORI_YUTSEM4	Yut
MINI_GAME_YUTNORI_YUTSEM5	Mo
MINI_GAME_YUTNORI_YUTSEM6	Înapoi Do
MISTS_ISLAND_EMPIRE_NAME	Numele Regatului
MISTS_ISLAND_EMPIRE_SCORE	Scor Regat
MISTS_ISLAND_END_TIME	Timp de Sfârºit
MISTS_ISLAND_EXIT	Pãrãseºte
MISTS_ISLAND_INFO_TEXT	Rang/Info Status
MISTS_ISLAND_RANK	Rang
MISTS_ISLAND_SCORE	Scor
MISTS_ISLAND_TITLE_RANK	Rang/Info Status
MISTS_ISLAND_TITLE_SCORE	Vedere Generalã
MOUSEBUTTON_ATTACK	Atacã
MOUSEBUTTON_AUTO_ATTACK	Atacã automat
MOUSEBUTTON_CAMERA	Camerã
MOUSEBUTTON_SKILL	Abilitãþi
MUSICLIST_TITLE	Alege muzica
MYSHOP_DECO_CANCEL	Închide
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	Urmãtorul
MYSHOP_DECO_OK	Confirmã
MYSHOP_DECO_PREV	Înapoi
MYSHOP_DECO_SELECT_MODEL	Alege aspectul magazinului.
MYSHOP_DECO_SELECT_TITLE	Alege aspectul numelui.
NO	Nu
OK	OK
OPPOSITES	Refuzã
OPTION_ALWAYS_SHOW_NAME	Nume
OPTION_ALWAYS_SHOW_NAME_OFF	limitat
OPTION_ALWAYS_SHOW_NAME_ON	Totdeauna
OPTION_BLOCK	Blocheazã
OPTION_BLOCK_EXCHANGE	Negociazã
OPTION_BLOCK_FRIEND	Prieteni
OPTION_BLOCK_GUILD	Alianta
OPTION_BLOCK_PARTY	Grup
OPTION_BLOCK_PARTY_REQUEST	Cerere
OPTION_BLOCK_WHISPER	ªoaptã
OPTION_CAMERA_DISTANCE	Camerã
OPTION_CAMERA_DISTANCE_LONG	Departe
OPTION_CAMERA_DISTANCE_SHORT	Aproape
OPTION_DELETE_MOBILE_BUTTON	ªterge numãr mobil
OPTION_EFFECT	Afiºare lovituri
OPTION_ENV_EFFECT	Ambianta
OPTION_ENV_EFFECT_OFF	Off
OPTION_ENV_EFFECT_ON	On
OPTION_FOG	Ceaþã
OPTION_FOG_DENSE	Mult
OPTION_FOG_LIGHT	Puþin
OPTION_FOG_MIDDLE	Mediu
OPTION_FOG_OFF	Off
OPTION_FOG_ON	On
OPTION_INPUT_MOBILE_BUTTON	Introdu numãr mobil
OPTION_KEY_SETTING	Tastaturã
OPTION_LANGUAGE_CHANGE	Aplicã
OPTION_LANGUAGE_SELECT	Limbã
OPTION_MOBILE	Mobil
OPTION_MOB_INFO	Info Mob
OPTION_MOB_INFO_AGGR	Agresiv
OPTION_MOB_INFO_LEVEL	Nivel
OPTION_MUSIC	Muzicã
OPTION_MUSIC_CHANGE	Schimbã
OPTION_MUSIC_DEFAULT_THEMA	Muzicã standard Metin2
OPTION_NAME_COLOR	Nume culoare
OPTION_NAME_COLOR_EMPIRE	Culoare regat
OPTION_NAME_COLOR_NORMAL	Normal
OPTION_NIGHT_MODE	Noapte
OPTION_NIGHT_MODE_OFF	Off
OPTION_NIGHT_MODE_ON	On
OPTION_PVPMODE	Mod PvP
OPTION_PVPMODE_FREE	Liber
OPTION_PVPMODE_FREE_TOOLTIP	Poþi ataca toþi jucãtorii.
OPTION_PVPMODE_GUILD	Alianta
OPTION_PVPMODE_GUILD_TOOLTIP	Poþi ataca toti jucãtorii cu excepþia membrilor breslei.
OPTION_PVPMODE_PEACE	Pace
OPTION_PVPMODE_PEACE_TOOLTIP	Nu poþi ataca jucãtori ai regatului tãu.
OPTION_PVPMODE_REVENGE	Inamic
OPTION_PVPMODE_REVENGE_TOOLTIP	Poþi ataca doar jucãtori de alt etos.
OPTION_SETTING	Deschis
OPTION_SNOW_MODE	Ninsoare
OPTION_SNOW_MODE_OFF	Off
OPTION_SNOW_MODE_ON	On
OPTION_SNOW_TEXTURE_MODE	Zapada
OPTION_SNOW_TEXTURE_MODE_OFF	Off
OPTION_SNOW_TEXTURE_MODE_ON	On
OPTION_SOUND	Efecte
OPTION_TARGET_BOARD	Meniu þintã
OPTION_TARGET_BOARD_NO_VIEW	Închide
OPTION_TARGET_BOARD_VIEW	Afiºeazã
OPTION_TITLE	Opþiuni
OPTION_VIEW_CHAT	Linie de chat
OPTION_VIEW_CHAT_OFF	închide
OPTION_VIEW_CHAT_ON	deschide
PARTY_MATCH_TEXT_DUNGEON_NAME	Temnitã
PARTY_MATCH_TEXT_DUNGEON_SELECT	Selecteazã Temnitã
PARTY_MATCH_TEXT_ENTREE_LEVEL	Nivel: %d
PARTY_MATCH_TEXT_LEVEL_LIMIT	Cerinte de nivel
PARTY_MATCH_TEXT_REQUEST_MATCH	Cautã
PARTY_MATCH_TEXT_REQUEST_MATCH_CANCEL	Anuleazã
PARTY_MATCH_TEXT_REQUIRED_ITEMS	Obiecte necesare
PARTY_MEMBER_INFO_NAME	Nume membru grupã
PASSWORD_DESC_1	Introdu parola
PASSWORD_DESC_2	pentru a deschide depozitul.
PASSWORD_DESC_3	Ai schimbat parola deja?
PASSWORD_DESC_4	Daca nu, parola ta va fi '000000'.
PASSWORD_DESC_5	Schimba parola la depozit.
PASSWORD_TITLE	Salvare parolã
PET_AGE_TEXT	Vârstã Însoþitor
PET_ATTR_CHANGE_ITEM_TEXT	Însoþitor Magic
PET_ATTR_CHANGE_TITLE	Schimbã Tip Însoþitor
PET_ATTR_CONFIRMATION	Schimbã
PET_ATTR_DETERMINE_TITLE	Nou Tip Însoþitor
PET_ATTR_OK	Închis
PET_CHANGE_TEXT	Însoþitor
PET_FEED_TITLE	Hrãneºte
PET_FFED_BUTTON_TEXT	Hraneste
PET_HATCHING_BUTTON	Cuibar
PET_HATCHING_NIK	Nume Insotitor
PET_HATCHING_WINDOW_TITLE	Incubator
PET_INFORMATION_ABILITIES	Bonusuri
PET_INFORMATION_AGE	Varsta
PET_INFORMATION_COSTUME_BONUS	Bonus costum
PET_INFORMATION_DEFENCE	Apãrare
PET_INFORMATION_EVOL_BUTTON	Evolutie
PET_INFORMATION_EXP	Experienta
PET_INFORMATION_EXP_BUTTON	EXP Obiect
PET_INFORMATION_HP	PV
PET_INFORMATION_LEVEL	Nivel
PET_INFORMATION_LIFE	Durata
PET_INFORMATION_LIFETIME_BUTTON	Hraneste
PET_INFORMATION_LIFE_TIME	Ore
PET_INFORMATION_SKILL	Abilitati
PET_INFORMATION_SP	PM
PET_INFORMATION_TITLE	Insotitor
PET_NAME_CHANGE_BUTTON	Schimbã
PET_NAME_CHANGE_WINDOW_TITLE	Schimbã Numele
PET_REVIVE_BUTTON	Învie
PET_REVIVE_CANCEL_BUTTON	Anuleazã
PET_REVIVE_MATERIAL_TITLE	Material
PET_REVIVE_REUSLT_TEXT	Rezultat
PET_REVIVE_TARGET	Însoþitor ce poate fi înviat
PET_REVIVE_TITLE	Invie însoþitorul
PICK_MONEY_TITLE	Împarte
PRIVATESHOPSEARCH_BUY	Cumpãrã
PRIVATESHOPSEARCH_COUNT	Cantitate
PRIVATESHOPSEARCH_ITEMNAME	Nume
PRIVATESHOPSEARCH_ITEMTYPE	Obiecte
PRIVATESHOPSEARCH_JOB	Clasã
PRIVATESHOPSEARCH_LEVEL	Nivel
PRIVATESHOPSEARCH_PRICE	Preþ
PRIVATESHOPSEARCH_REFINE	Nivel Obiect
PRIVATESHOPSEARCH_SEARCH	Cãutare
PRIVATESHOPSEARCH_SEARCH_BAR	Cãutare
PRIVATESHOPSEARCH_SELECT	Selecteazã
PRIVATESHOPSEARCH_SELLER	Vânzãtor
PRIVATE_SHOP_CLOSE_BUTTON	Închide magazin
PRIVATE_SHOP_NAME	Numele magazinului
PRIVATE_SHOP_TITLE	Deschide propriul magazin
QUEST_UI_TEXT_COLLECTION	Misiuni Biolog
QUEST_UI_TEXT_DAILY	Misiune Zilnicã
QUEST_UI_TEXT_EVENT	Misiuni Eveniment
QUEST_UI_TEXT_LEVELUP	Misiuni Vânãtoare
QUEST_UI_TEXT_MAIN	Misiuni de Bazã
QUEST_UI_TEXT_SCROLL	Misiune Cartea Misiunii
QUEST_UI_TEXT_SUB	Misiuni Secundare
QUEST_UI_TEXT_SYSTEM	Misiuni Joc
REFINE_COST	Costuri de îmbunãtãþire: 0 Yang
REFINE_ELEMENT_CHANGE_COST_TITLE	Pret
REFINE_ELEMENT_CHANGE_DARK	Întuneric
REFINE_ELEMENT_CHANGE_EARTH	Pãmânt
REFINE_ELEMENT_CHANGE_ELECT	Fulger
REFINE_ELEMENT_CHANGE_FIRE	Foc
REFINE_ELEMENT_CHANGE_ICE	Gheaþã
REFINE_ELEMENT_CHANGE_TITLE	Schimbã Element
REFINE_ELEMENT_CHANGE_WIND	Vânt
REFINE_ELEMENT_DOWNGRADE_TITLE	Scade îmbunãtãþire
REFINE_ELEMENT_UPGRADE_TITLE	Îmbunãtãþeºte
REFINE_INFO	Sansa de upgrade reusit: 100%
REFINE_MONEY	Cost Rafinare
REFINE_SELECT	Rafinare
REFINE_TTILE	Îmbunãtãþiri
REPORT_VIOLENT_WHISPER	
RESTART_GIVEUP	Renunþã
RESTART_HERE	Restarteazã aici
RESTART_IMMEDIATE	Reîncarnare
RESTART_TOWN	Restarteazã în oraº
ROULETTE_SPECIAL_TITLE	Recompense (%s)
ROULETTE_SPIN_TEXT1	ÎNVÂRTE
ROULETTE_SPIN_TEXT2	50 Suflete
ROULETTE_SPIN_TEXT3	250,000 Yang
ROULETTE_TITLE	Recompense
SAFE_CHANGE_PASSWORD	Schimbã parola
SAFE_TITLE	Depozit
SELECT_ATTR_CHANGED	Nou
SELECT_ATTR_CURRENT	Actual
SELECT_ATTR_SELECT	Alege
SELECT_ATTR_TITLE	Vrãjeºte Obiectul+
SELECT_ATT_GRADE	STR
SELECT_CREATE	Creeazã
SELECT_DELETE	ªterge
SELECT_DEX_GRADE	DEX
SELECT_EMPIRE_NAME	Numele regatului
SELECT_EXIT	Ieºire
SELECT_HP	VIT
SELECT_LEVEL	Nivel
SELECT_METIN_STONE_TITLE	Selecteazã Piatra Spiritului
SELECT_NAME	Nume
SELECT_NO_GUILD	Nicio breaslã
SELECT_PLAYTIME	Timp de joc
SELECT_SELECT	Start
SELECT_SP	INT
SELECT_TITLE	Alege titlu
SHOP_BUY	Cumpãrã
SHOP_SELL	Vinde
SHOP_TITLE	Magazin
SKILL_SUPPORT_TITLE	Abilitãþi Standard
STEP	Grad de claritate
STEP_SELECT	Grad de claritate
STRENGTH	Intarire
STRENGTH_SELECT	Nivel
STRUCTURE_VIEW_MODE	Decoraþiune
STRUCTURE_VIEW_TYPE_STRUCTURE	Ascunde
SYSTEMOPTION_TITLE	Opþiuni sistem
SYSTEM_CHANGE	Schimbã caracterul
SYSTEM_EXIT	Ieºire joc
SYSTEM_HELP	Ajutor
SYSTEM_LOGOUT	Logout
SYSTEM_MALL	Magazin Obiecte
SYSTEM_MOVE_CHANNEL	Schimbã Canal
SYSTEM_OPTION	Opþiuni sistem
TASKBAR_CHARACTER	Caracter[C/V/B/N]
TASKBAR_CHAT	Fereastrã chat [ENTER ]
TASKBAR_DISABLE	Dezactivat
TASKBAR_DRAGON_SOUL	Alchimie Piatra Dragon
TASKBAR_EXPAND	Extinde Fereastra
TASKBAR_INVENTORY	Inventar [I]
TASKBAR_MESSENGER	Prieteni [ALT + M]
TASKBAR_MONEY_EXPAND	Bani
TASKBAR_NEXT_QUICKSLOT	Urmãtorul câmp de acces rapid [Shift+Numãr, Alt]
TASKBAR_PET_INFO	Info Insotitor
TASKBAR_PREV_QUICKSLOT	Ultimul câmp de acces rapid [Shift+Numãr]
TASKBAR_SYSTEM	Opþiuni[ESC]
TOTAL_RANKING	Ranguri Totale
WARP_MI_LABEL	La Atacul Altarelor
WEEKLY_RANKING	Ranguri Sãptãmânale
WHISPER_BAN	Blocheazã
WHISPER_NAME	ªopteºte
WHISPER_REPORT	
WHISPER_SEND	Trimite
YES	Da
ZONE_MAP	Hartã mare
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Pagina Principala
STARTPAGE_COLUMN_1_TITLE	Iteme Noi
STARTPAGE_COLUMN_2_TITLE	Oferte Noi
STARTPAGE_COLUMN_3_TITLE	Recomandari
QUESTION_WANT_TO_BUY	Vrei sa cumperi x{amount} {itemName} la {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Cumpara
ITEMBOX_BUTTON_PREVIEW_TEXT	Vizionare
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Cumpara Monede
PLAYER_INFO_NAME_TITLE	Nume
PLAYER_INFO_LEVEL_TITLE	Nivel
PLAYER_INFO_CURRENCY_TITLE	Coins
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Reducere de %d%%
