TELEPORT_PANEL_TITLE	teleport
SELECT_METIN_STONE_TITLE	Zvolit K·men ducha
SELECT_NAME	JmÈno
SELECT_NO_GUILD	Bez cechu
SELECT_PLAYTIME	Trv·nÌ hry
SELECT_SELECT	Start
SELECT_SP	INT
SELECT_TITLE	Zvolit titul
SHOP_BUY	Koupit
SHOP_SELL	Prodat
SHOP_TITLE	Obchod
SKILL_SUPPORT_TITLE	StandardnÌ schopnosti
STEP	StupeÚ Ëirosti
STEP_SELECT	StupeÚ Ëirosti
STRENGTH	ZesÌlenÌ
STRENGTH_SELECT	⁄roveÚ
STRUCTURE_VIEW_MODE	Dekorace
STRUCTURE_VIEW_TYPE_STRUCTURE	Skr˝t
SYSTEMOPTION_TITLE	NastavenÌ systÈmu
SYSTEM_CHANGE	ZmÏnit postavu
SYSTEM_EXIT	UkonËit hru
SYSTEM_HELP	N·povÏda
SYSTEM_LOGOUT	Odhl·sit se
SYSTEM_MALL	Item Shop
SYSTEM_MOVE_CHANNEL	ZmÏnit kan·l
SYSTEM_OPTION	NastavenÌ systÈmu
TASKBAR_CHARACTER	Postava [C/V/B/N]
TASKBAR_CHAT	Okno s chatem [Enter]
TASKBAR_DISABLE	Deaktivov·no
TASKBAR_DRAGON_SOUL	Alchymie DraËÌch kamen˘ [O]
TASKBAR_EXPAND	RozöÌ¯it okno
TASKBAR_INVENTORY	Invent·¯ [I]
TASKBAR_MESSENGER	P¯·telÈ [Alt+M]
TASKBAR_MONEY_EXPAND	PenÌze
TASKBAR_NEXT_QUICKSLOT	NejbliûöÌ pole rychlÈho p¯Ìstupu [Shift+ËÌslice, Alt]
TASKBAR_PET_INFO	Info o mazlÌkovi
TASKBAR_PREV_QUICKSLOT	P¯edchozÌ pole rychlÈho p¯Ìstupu [Shift+ËÌslice]
TASKBAR_SYSTEM	NastavenÌ [ESC]
TOTAL_RANKING	CelkovÈ hodnocenÌ
WARP_MI_LABEL	K napadenÈmu Olt·¯i
WEEKLY_RANKING	T˝dennÌ hodnocenÌ
WHISPER_BAN	Blokovat
WHISPER_NAME	äeptat
WHISPER_REPORT	
WHISPER_SEND	Poslat
YES	Ano
ZONE_MAP	Velk· mapa
PET_MISSING_1	Schopnost
PET_MISSING_2	HP
PET_MISSING_3	Siln˝ proti prÌöer·m
PET_MISSING_4	Prumern· ökoda[PVM]
PET_MISSING_5	Level
PET_MISSING_6	Zkuöenosti
PET_MISSING_7	Vek
PET_MISSING_8	SystÈm mazlÌcka
HIDE_2_OPTION	Skr˝t efekty
HIDE_2_OPTION0	Z·r brnenÌ
HIDE_2_OPTION1	Z·r zbrane
HIDE_2_OPTION2	Buff
HIDE_2_OPTION3	Schopnost
HIDE_OPTION	Skr˝t
HIDE_OPTION0	Mount
HIDE_OPTION1	MazlÌcek
HIDE_OPTION2	Support S.
HIDE_OPTION3	Shop
HIDE_OPTION4	Name Shop.
HIDE_OPTION5	Vlajky
TIME_TYPE	Cas AM/PM
ENVIRONMENT_MODE	Nebe
ENVIRONMENT_MODE0	Den
ENVIRONMENT_MODE1	Noc
ENVIRONMENT_MODE2	Speci·lnÌ 1
ENVIRONMENT_MODE3	Speci·lnÌ 2
ENVIRONMENT_MODE4	Speci·lnÌ 3
ENVIRONMENT_MODE5	Speci·lnÌ 4
ENVIRONMENT_MODE6	Speci·lnÌ 5
OPTION_AUTO_PICKUP	SbÌr·nÌ
OPTION_AUTO_PICKUP_ON	Automaticky
OPTION_AUTO_PICKUP_OFF	Manu·lne
OPTION_NAMES_TYPE_NAME	Zadejte jmÈno
OPTION_NAMES_TYPE_NAME_0	C·stecnÈ
OPTION_NAMES_TYPE_NAME_1	PlnÈ
MASK_HP_DEFAULT	HP: 12.000.000 / 12.000.000
EXTRA_INVENTORY_TITLE	Dodatecn˝ invent·r
FISHING_RENEWAL_TITLE	RybarenÌ
BIOLOG_WND_CHANGE	Zmenit
BIOLOG_WND_TITLE_CHOOSE	Zmenit bonus
BIOLOG_WND_CHOOSE_1	Vybrat ˙kol:
BIOLOG_WND_CHOOSE_2	Vybrat bonus:
BIOLOG_WND_TITLE	V˝zkum biologa
BIOLOG_WND_REWARD	Odmena
BIOLOG_WND_REWARD_BUTTON	Odmena
UICHAR_LV	Lv.
UICHAR_EXP	Zkuöenosti
UICHAR_NEXTEXP	PotrebnÈ zkuöenosti 
UICHAR_STATUS	Stav postavy
UICHAR_CHARACTERISTICS	Charakteristika
UICHAR_STATUS_VALUE	[%d]
UICHAR_STATUS_VIT	VIT
UICHAR_STATUS_INT	INT
UICHAR_STATUS_STR	SIL
UICHAR_STATUS_DEX	POH
UICHAR_STATUS_HP	HP
UICHAR_STATUS_SP	SP
UICHAR_STATUS_ATT	PoökozenÌ
UICHAR_STATUS_DEF	Obrana
UICHAR_CHARACTERISTICS_1a	Rychlost
UICHAR_CHARACTERISTICS_1b	Pohybu
UICHAR_CHARACTERISTICS_2a	Rychlost
UICHAR_CHARACTERISTICS_2b	⁄toku
UICHAR_CHARACTERISTICS_3a	Rychlost
UICHAR_CHARACTERISTICS_3b	Kouzla
UICHAR_CHARACTERISTICS_4a	MagickÈ
UICHAR_CHARACTERISTICS_4b	PoökozenÌ
UICHAR_CHARACTERISTICS_5a	Magick·
UICHAR_CHARACTERISTICS_5b	Obrana
UICHAR_CHARACTERISTICS_6a	Hodnota
UICHAR_CHARACTERISTICS_6b	VyhnutÌ
BATTLEPASS_MISSIONNAME	N·zev mise
BATTLEPASS_STATUS	Status
BATTLEPASS_INFORMATIONS	Informace
BATTLEPASS_DESCRIPTION	Popis
BATTLEPASS_GENERAL_INFORMATIONS	Battlepass Info
BATTLEPASS_SHOP_DESC	OtevrÌt obchod
BATTLEPASS_REWARD_DESC	Odmena
SUBTEXT_OFFLINESHOP_TEXTBTN1	Muj Obchod
SUBTEXT_OFFLINESHOP_TEXTBTN2	Seznam obchodu
SUBTEXT_OFFLINESHOP_TEXTBTN3	⁄loûn˝ prostor
SUBTEXT_OFFLINESHOP_TEXTBTN4	MÈ zboûÌ
SUBTEXT_OFFLINESHOP_TEXTBTN5	Vyhledat
SUBTEXT_OFFLINESHOP_TEXTBTN6	Historie
SUBTEXT_OFFLINESHOP_TEXTBTN7	UloûenÈ vyhled·v·nÌ
SUBTEXT_OFFLINESHOP_TEXTBTN8	Moje aukce
SUBTEXT_OFFLINESHOP_TEXTBTN9	Seznam aukcÌ
SUBTEXT_OFFLINESHOP_TEXT1	JmÈno:
SUBTEXT_OFFLINESHOP_TEXT2	Cas:
SUBTEXT_OFFLINESHOP_TEXT3	Maxim·lnÌ doba je 8 dnÌ.
SUBTEXT_OFFLINESHOP_TEXT4	Dny
SUBTEXT_OFFLINESHOP_TEXT5	Hodiny
SUBTEXT_OFFLINESHOP_TEXT6	N·zev:
SUBTEXT_OFFLINESHOP_TEXT7	Cas:
SUBTEXT_OFFLINESHOP_TEXT8	JmÈno vlastnÌka:
SUBTEXT_OFFLINESHOP_TEXT9	JmÈno obchodu:
SUBTEXT_OFFLINESHOP_TEXT10	Cas:
SUBTEXT_OFFLINESHOP_TEXT11	Veci:
SUBTEXT_OFFLINESHOP_TEXT12	JmÈno:
SUBTEXT_OFFLINESHOP_TEXT13	Vec:
SUBTEXT_OFFLINESHOP_TEXT14	Cena:
SUBTEXT_OFFLINESHOP_TEXT17	N·zev veci
SUBTEXT_OFFLINESHOP_TEXT18	Rasa
SUBTEXT_OFFLINESHOP_TEXT19	Typ
SUBTEXT_OFFLINESHOP_TEXT20	Price
SUBTEXT_OFFLINESHOP_TEXT21	Level
SUBTEXT_OFFLINESHOP_TEXT22	Bonus
SUBTEXT_OFFLINESHOP_TEXT23	Pridat:
SUBTEXT_OFFLINESHOP_TEXT24	SpropitnÈ:
SUBTEXT_OFFLINESHOP_TEXT25	Minim·lne:
SUBTEXT_OFFLINESHOP_TEXT26	Maxim·lne:
SUBTEXT_OFFLINESHOP_TEXT27	V·lecnÌk
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	äaman
SUBTEXT_OFFLINESHOP_TEXT31	Od:
SUBTEXT_OFFLINESHOP_TEXT32	Pro:
SUBTEXT_OFFLINESHOP_TEXT33	Datum:
SUBTEXT_OFFLINESHOP_TEXT34	Cas:
SUBTEXT_OFFLINESHOP_TEXT35	CÌslo veci:
SUBTEXT_OFFLINESHOP_TEXT36	JmÈno:
SUBTEXT_OFFLINESHOP_TEXT37	PoslednÌ pouûÌtÌ:
SUBTEXT_OFFLINESHOP_TEXT38	Dny:
SUBTEXT_OFFLINESHOP_TEXT39	Cas:
SUBTEXT_OFFLINESHOP_TEXT40	Zac·tecnÌ cena:
SUBTEXT_OFFLINESHOP_TEXT41	Majitel:
SUBTEXT_OFFLINESHOP_TEXT42	NejlepöÌ nabÌdka:
SUBTEXT_OFFLINESHOP_TEXT43	Majitel:
SUBTEXT_OFFLINESHOP_TEXT44	Minim·lnÌ prihozenÌ:
SUBTEXT_OFFLINESHOP_TEXT45	JmÈno:
SUBTEXT_OFFLINESHOP_TEXT46	NabÌdka:
SUBTEXT_OFFLINESHOP_TEXT47	Majitel:
SUBTEXT_OFFLINESHOP_TEXT48	NejlepöÌ nabÌdka:
SUBTEXT_OFFLINESHOP_TEXT49	Cas:
SUBTEXT_OFFLINESHOP_TEXT50	Pocet:
DS_GRADE3	Starovek˝
DS_GRADE4	Legend·rnÌ
DS_GRADE5	Mytick˝
CHATTING_SETTING_CANCLE	Obnovit
CHATTING_SETTING_CLEAR	Resetovat
CHATTING_SETTING_DEFAULT_TITLE	VöeobecnÈ
CHATTING_SETTING_DETAIL	NastavenÌ systÈmu
CHATTING_SETTING_DICE	Kostka
CHATTING_SETTING_DICE_SETTING	NastavenÌ kostky
CHATTING_SETTING_EXP	Zkuöenost
CHATTING_SETTING_GOLD	Mena
CHATTING_SETTING_GUILD	Cech
CHATTING_SETTING_ITEM	Vec
CHATTING_SETTING_LIST	Seznam
CHATTING_SETTING_NOTICE	Zpr·va
CHATTING_SETTING_PARTY	Skupina
CHATTING_SETTING_SAVE	Uloûit
CHATTING_SETTING_SHOUT	Volat
CHATTING_SETTING_SYSTEM	SystÈm
CHATTING_SETTING_TABNAME	JmÈno chatu
CHATTING_SETTING_TALKING	VöeobecnÈ
CHATTING_SETTING_TITLE	NastavenÌ chatu
CHAT_FILTER	Filtr chatov·nÌ
CHAT_FILTER_DICE	Kostka
CAMERA_PERSPECTIVE	PerspektivnÌ
CHARACTER_EMOJI_ACTION	NovÈ emoji
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Str·nka 1
PAGINA_GILDA_2	Str·nka 2
TERZO_POSTO	Bronz
SECONDO_POSTO	StrÌbro
PRIMO_POSTO	Zlato
TROFEI_GILDA	Trofej
SCONFITTE_GILDA	Prohry
PAREGGI_GILDA	RemÌzy
VITTORIE_GILDA	VÌtezstvÌ
NOME_GILDA	JmÈno
NOME_RANKING	Pozice
DIVISION_STACK	Dokoncen· divize
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Oûivit ve meste za %s sekund
RESTART_HERE_NEW	Oûivit zde za %s sekund
BIOLOGO_CONSEGNA_ITEM	Dod·vka
NOTIFICA_BIOLOGO	Povolit notifikace
NOME_BIOLOGO	Biolog Chaegirab
AUTO_TRANSLATE_DESC	Pokud je aktivov·no, prijatÈ zpr·vy budou automaticky preloûeny do vaöeho jazyka.
AUTO_TRANSLATE	Automatick˝ preklad
AUTO_TRANSLATE_WHISPER	Soukrom· zpr·va
RUNE_TITLE	Runa
RUNE_ACTIVE	AktivnÌ
RUNE_DEACTIVE	NeaktivnÌ
RUNE_SHOP	Obchod
RUNE_EFFECT	Efekt
RUNE_EFFECT_DESC	Kdyû jsou vöechny runy alespon 60%, muûete efekt skr˝t.
MYSHOP_DECO_CANCEL	ZavrÌt.
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	DalöÌ
MYSHOP_DECO_OK	ZavrÌt
MYSHOP_DECO_PREV	Zp·tky
MYSHOP_DECO_SELECT_MODEL	Vyberte si vzhled svÈho obchodu.
MYSHOP_DECO_SELECT_TITLE	Vyberte vzhled svÈho titulu.
KASMIR_MARKET_PRIVATESHOP_0	Standard
KASMIR_MARKET_PRIVATESHOP_1	TisÌc a jedna noc
KASMIR_MARKET_PRIVATESHOP_2	Mistr grilov·nÌ
KASMIR_MARKET_PRIVATESHOP_3	Lovec Pokladu
KASMIR_MARKET_PRIVATESHOP_4	NejniûöÌ plamen
KASMIR_MARKET_PRIVATESHOP_5	ObchodnÌk se zbranemi
KASMIR_MARKET_PRIVATESHOP_6	Prodavac zbranÌ
KASMIR_MARKET_PRIVATESHOP_7	Alchymista
KASMIR_PAKET_STANDART	Standard
KASMIR_PAKET_FIRE	Ohen
KASMIR_PAKET_ICE	Led
KASMIR_PAKET_PAPER	PapÌr
KASMIR_PAKET_RIBON	Stuha
KASMIR_PAKET_WING	KrÌdlo
DESTROY	Znicit
PET_BTN_1	Vekov˝ bonus
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	VybavenÌ
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Kost˝my
PET_BTN_3	Postup
PET_EVOLVE_TITLE	Evoluce
PET_EVOLVE_BUTTON_OK	Evolvovat
PET_EVOLVE_BUTTON_CLOSE	ZavrÌt
PET_ENCHANT_TITLE	ZvyöenÌ bonusu mazlÌcka
PET_ENCHANT_CHOOSE	Vyberte bonus ke zv˝öenÌ:
PET_ENCHANT_ACCEPT	Zlepöit
PET_ENCHANT_CLOSE	ZavrÌt
RANKING_TITLE	PoradÌ
RANKING_RANK	Pozice
RANKING_NAME	JmÈno
RANKING_POINTS	Atributy
RANKING_CAT0	Vyhr·no duelu
RANKING_CAT1	Prohr·no duelu
RANKING_CAT2	ZabitÌ ve v·lce
RANKING_CAT3	Prumern· ökoda proti hr·cum 
RANKING_CAT4	SÌla schopnosti proti hr·cum 
RANKING_CAT5	Zniceno metinu
RANKING_CAT6	Zabito prÌöer
RANKING_CAT7	Zabito bossu
RANKING_CAT8	Prumern· ökoda proti bossum
RANKING_CAT9	SÌla schopnosti proti bossum
RANKING_CAT10	Sebr·no yangu
RANKING_CAT11	Nahromaden· Gaya
RANKING_CAT12	Pouûito zacarovat predmet
RANKING_CAT13	Pouûito zacarovat talisman
RANKING_CAT14	Chyceno ryb
RANKING_CAT15	Cas ve hre (min)
RANKING_CAT16	Dungeonu dokonceno
RANKING_CAT17	Otevreno truhel
COMB_TITLE	Bonusu preneseno
ATTR_COSTUME_REMOVE	Odebrat speci·lnÌ bonus
ATTR_COSTUME_REMOVE_ACCEPT	Odebrat
ATTR_COSTUME_REMOVE_CLOSE	ZavrÌt
ATTR_COSTUME_REMOVE_CHOOSE	Vyberte bonus, kter˝ chcete odebrat:
SKILL_PASSIVE_DEFENSE	PasivnÌ
NEW_EXCHANGE_YOU	Ty
BATTLE_PASS	Battle Pass [F8]
BATTLE_PASS_MISSION_NAME	N·zev mise
BATTLE_PASS_MISSION_STATUS	Status
BATTLE_PASS_MISSION_INFO	Info
BATTLE_PASS_INFO	Battle Pass Info
BATTLE_PASS_DESCRIPTION	Popis mise
BATTLE_PASS_TOTAL_PROGRESS	Celkov˝ postup
SKILL_COLOR_TITLE	Vyberte barvu
SKILL_COLOR_PRESET_TITLE	Predvolba barvy
SKILL_COLOR_PRESET_SELECT	Vyberte barvu
SKILL_COLOR_PRESET_SAVE	Uloûte vybran˝ kÛd barvy
SKILL_COLOR_PRESET_CLEAR	Vymaûte vybran˝ kÛd barvy
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	KÛd barvy
SKILL_COLOR_DEFAULT	Pouûijte v˝chozÌ barvu
SKILL_COLOR_CHANGE	Zmenit barvu
SKILL_COLOR_CANCEL	Zruöit
WIKI_WONDER	Wiki
DUNGEON_INFO	Dungeon Info
OFFLINE_SHOP	Offline Shop
BIOLOGO	Biologist
SAVE_POINT	Uloûit bod
TELEPORTER	TeleportovacÌ Mapa
SUPPORT_SYSTEM	Pdopurn˝ öaman [X]
CLASSIFICA_GIOCATORI	éebrÌcek hr·cu [F12]
CLASSIFICA_GILDA	éebrÌcek cechu [F6]
SWITCH_BOT	Switchbot [K]
INVENTORY_SEPARATE	Seradit invent·r
INVENTORY_SPECIAL_SEPARATE	Seradit speci·lnÌ invent·r
Rune	Runy [J]
EXTRA_INVENTORY	Speci·lnÌ invent·r [U]
QUEST_UI_TEXT_COLLECTION	Mise biologa
QUEST_UI_TEXT_DAILY	DennÌ mise
QUEST_UI_TEXT_EVENT	EventovÈ mise
QUEST_UI_TEXT_LEVELUP	LoveckÈ mise
QUEST_UI_TEXT_MAIN	HlavnÌ mise
QUEST_UI_TEXT_SCROLL	Scroll Book Mission
QUEST_UI_TEXT_SUB	Sekund·rnÌ mise
QUEST_UI_TEXT_SYSTEM	HernÌ mise
HIDE_COSTUME	Schovat kost˝m
SELECT_YES_GUILD	JmÈno cechu: %s
SUPPORT_SKILL_VALUE	Hodnota schopnosti
SUPPORT_CHAR_TITLE	Podpurn˝ öaman
DRAGONSOUL_REFINE	Vylepöit
DRAGONSOUL_SHOP	Shop
DEFANCE_WAWE_MAST_TEXT	LodnÌ stoû·r
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
DAILY_REWARD01	DennÌ odmena
DAILY_REWARD02	Odmena
DAILY_REWARD03	Prijmout
DAILY_REWARD04	Dostupn· odmena:
DAILY_REWARD05	Cas:
OPTION_TILING	Grafika
OPTION_TILING_APPLY	PouûÌt
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Absorbovat bonus
SASH_COMBINE	Spojit
SASH_MAIN	äerpa 1
SASH_RESULT	V˝sledek
SASH_SERVE	äerpa 2
BANNER_MINI_GAME_FINDM	TRIO OF MONSTERS
GUILD_BANK_NUMBER	CÌslo banky
GUILD_BASEINFO_DEAL	Prodat cechovnÌ pudu
GUILD_BASEINFO_GOLDMANAGE	Transakce
GUILD_BASEINFO_LANDABANDON	Zruöit smlouvu o cechovnÌm pozemku.
GUILD_BASEINFO_MONEYIN	Vloûit
GUILD_BASEINFO_MONEYOUT	Vybrat
GUILD_BASEINFO_VOTE	Pruzkum
GUILD_LANDDEAL_VOTE	Prodat cechovnÌ pudu
GUILD_LANDDEAL_VOTE_DEALGOLD	Cena v yang·ch:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	JmÈno cechu:
GUILD_MEMBER_VOTE_CHECK	Zkontrolovat pruzkum
SAFEBOX_TITLE	⁄loûn˝ prostor
MINI_GAME_FINDM_HINT_BTN	N·znak
MINI_GAME_FINDM_START_BTN	Spustit hru
MINI_GAME_FINDM_TITLE	Trio prÌöer
MINI_GAME_FINDM_TRY_COUNT_TEXT	Pokus
MINI_GAME_FINDM_UPGRADE_BAR1	Vec
MINI_GAME_FINDM_UPGRADE_BAR2	PrÌspevek (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Prijat· vec
MINI_GAME_FINDM_UPGRADE_RETRY	Pokus zlepöenÌ
MINI_GAME_FINDM_UPGRADE_TITLE	Vylepöete odmenu
MOUSEBUTTON_ANTIEXP	Protiexpov˝ prsten
OPTION_CAMERA_DISTANCE_LONG_LONG	Daleko
PIN_CODE_DESC_1	Vloûte PIN hr·ce
PIN_CODE_DESC_2	pro zapnutÌ hry.
PIN_CODE_NEW	Nov˝ PIN kÛd
PIN_CODE_CONFIRM_NEW	Potvrdte nov˝ PIN kÛd
BOOKS_TITLE	Knihy
COFFERS_TITLE	Truhly
STONES_TITLE	Kameny
UPPGRADE_TITLE	VylepöovacÌ predmety
USERNAMETEXT	JmÈno:
PASSWORDTEXT	Heslo:
DUNGEON_INFO	Dungeon Info
DUNGEON_INFO_TYPE	Typ:
DUNGEON_INFO_ORGANIZATION	Organizace:
DUNGEON_INFO_LEVEL_LIMIT	Limit ˙rovne:
DUNGEON_INFO_PARTY_MEMBERS	ClenovÈ skupiny:
DUNGEON_INFO_COOLDOWN	Cooldown:
DUNGEON_INFO_DURATION	Doba trv·nÌ:
DUNGEON_INFO_ENTRANCE	Vchod:
DUNGEON_INFO_STRENGTH	SÌla:
DUNGEON_INFO_RESISTANCE	Odpor:
DUNGEON_INFO_TOTAL_FINISHED	Celkove dokonceno:
DUNGEON_INFO_FASTEST_TIME	NejrychlejöÌ cas:
DUNGEON_INFO_HIGHEST_DAMAGE	NejvyööÌ poökozenÌ na konecnÈm bossovi:
DUNGEON_INFO_TELEPORT	Teleport
DUNGEON_INFO_CLOSE	ZavrÌt
DUNGEON_INFO_PERSONAL_STATS	Moje osobnÌ statistiky
DUNGEON_INFO_DUNGEON	Dungeon
DUNGEON_RANKING	PoradÌ
DUNGEON_RANKING_POSITION	Pozice
DUNGEON_RANKING_NAME	JmÈno
DUNGEON_RANKING_LEVEL	Level
DUNGEON_RANKING_POINTS	Body
DUNGEON_RANKING_TYPE1	KonecnÈ PoradÌ
DUNGEON_RANKING_TYPE2	CasovÈ poradÌ
DUNGEON_RANKING_TYPE3	PoradÌ poökozenÌ
DUNGEON_RANKING_POINT_TYPE1	Dokonceno
DUNGEON_RANKING_POINT_TYPE2	Min. Cas
DUNGEON_RANKING_POINT_TYPE3	Max. PoökozenÌ
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Domovsk· str·nka
STARTPAGE_COLUMN_1_TITLE	New Items
STARTPAGE_COLUMN_2_TITLE	NovÈ predmety
STARTPAGE_COLUMN_3_TITLE	Doporuceno
QUESTION_WANT_TO_BUY	Chceö koupit x{amount} {itemName} pro {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Koupit
ITEMBOX_BUTTON_PREVIEW_TEXT	Uk·zat
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Kupte si menu!
PLAYER_INFO_NAME_TITLE	Jam
PLAYER_INFO_LEVEL_TITLE	⁄roven
PLAYER_INFO_CURRENCY_TITLE	Mince
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Sleva na %d%%
