TELEPORT_PANEL_TITLE	teleporter
PET_MISSING_3	Silny przeciwko potworom
PET_MISSING_4	Srednie obrazenia[PVM]
PET_MISSING_5	Level
PET_MISSING_6	Doswiadczenie
PET_MISSING_7	Wiek
PET_MISSING_8	System Zwierzaka
HIDE_2_OPTION	Ukryj efekty
HIDE_2_OPTION0	Swiecenie bronii
HIDE_2_OPTION1	Swiecenie zbroji
HIDE_2_OPTION2	Buffy
HIDE_2_OPTION3	Skille
HIDE_OPTION	Ukryj
HIDE_OPTION0	Wierzchowce
HIDE_OPTION1	Zwierzaki
HIDE_OPTION2	Support S.
HIDE_OPTION3	Sklepy
HIDE_OPTION4	Nazwy Sklepów
HIDE_OPTION5	Flagi
TIME_TYPE	Czas AM/PM
ENVIRONMENT_MODE	Niebo
ENVIRONMENT_MODE0	Dzien
ENVIRONMENT_MODE1	Noc
ENVIRONMENT_MODE2	Specjalny 1
ENVIRONMENT_MODE3	Specjalny 2
ENVIRONMENT_MODE4	Specjalny 3
ENVIRONMENT_MODE5	Specjalny 4
ENVIRONMENT_MODE6	Specjalny 5
OPTION_AUTO_PICKUP	Podnoszenie
OPTION_AUTO_PICKUP_ON	Auto
OPTION_AUTO_PICKUP_OFF	Manualne
OPTION_NAMES_TYPE_NAME	Wpisz nazwe
OPTION_NAMES_TYPE_NAME_0	Czesciowa
OPTION_NAMES_TYPE_NAME_1	Pelna
MASK_HP_DEFAULT	HP: 12.000.000 / 12.000.000
EXTRA_INVENTORY_TITLE	Dodatkowy Ekwipunek
FISHING_RENEWAL_TITLE	Lowienie
BIOLOG_WND_CHANGE	Zmiana
BIOLOG_WND_TITLE_CHOOSE	Zmiana Bonusu
BIOLOG_WND_CHOOSE_1	Wybierz misje:
BIOLOG_WND_CHOOSE_2	Wybierz bonus:
BIOLOG_WND_TITLE	Badania biologa
BIOLOG_WND_REWARD	Nagroda
BIOLOG_WND_REWARD_BUTTON	Nagroda
UICHAR_LV	Lv.
UICHAR_EXP	Doswiadczenie
UICHAR_NEXTEXP	Wymagane Doswiadczenie
UICHAR_STATUS	Status postaci
UICHAR_CHARACTERISTICS	Statusy
UICHAR_STATUS_VALUE	[%d]
UICHAR_STATUS_VIT	WIT
UICHAR_STATUS_INT	INT
UICHAR_STATUS_STR	SIL
UICHAR_STATUS_DEX	ZRE
UICHAR_STATUS_HP	PZ
UICHAR_STATUS_SP	MP
UICHAR_STATUS_ATT	Wartosc ataku
UICHAR_STATUS_DEF	Obrona
UICHAR_CHARACTERISTICS_1a	Szybkosc
UICHAR_CHARACTERISTICS_1b	ruchu
UICHAR_CHARACTERISTICS_2a	Szybkosc
UICHAR_CHARACTERISTICS_2b	ataku
UICHAR_CHARACTERISTICS_3a	Szybkosc
UICHAR_CHARACTERISTICS_3b	zaklec
UICHAR_CHARACTERISTICS_4a	Wartosc
UICHAR_CHARACTERISTICS_4b	magicznego ataku
UICHAR_CHARACTERISTICS_5a	Obrona
UICHAR_CHARACTERISTICS_5b	magiczna
UICHAR_CHARACTERISTICS_6a	Szansa na 
UICHAR_CHARACTERISTICS_6b	unik
BATTLEPASS_MISSIONNAME	Nazwa Misji
BATTLEPASS_STATUS	Postep
BATTLEPASS_INFORMATIONS	Informacje
BATTLEPASS_DESCRIPTION	Opis
BATTLEPASS_GENERAL_INFORMATIONS	Informacje o karnecie bojowym
BATTLEPASS_SHOP_DESC	Otwarte negocjajcje
BATTLEPASS_REWARD_DESC	Nagroda
SUBTEXT_OFFLINESHOP_TEXTBTN1	Mój sklep
SUBTEXT_OFFLINESHOP_TEXTBTN2	Lista sklepów
SUBTEXT_OFFLINESHOP_TEXTBTN3	Magazyn
SUBTEXT_OFFLINESHOP_TEXTBTN4	Moje oferty
SUBTEXT_OFFLINESHOP_TEXTBTN5	Szukaj
SUBTEXT_OFFLINESHOP_TEXTBTN6	Historia
SUBTEXT_OFFLINESHOP_TEXTBTN7	Zapisane wyszukiwania
SUBTEXT_OFFLINESHOP_TEXTBTN8	Moje aukcje
SUBTEXT_OFFLINESHOP_TEXTBTN9	Lista aukcji
SUBTEXT_OFFLINESHOP_TEXT1	Nazwa:
SUBTEXT_OFFLINESHOP_TEXT2	Czas:
SUBTEXT_OFFLINESHOP_TEXT3	Maxymalny czas trwania wynosi 8dni.
SUBTEXT_OFFLINESHOP_TEXT4	Dni
SUBTEXT_OFFLINESHOP_TEXT5	Godziny
SUBTEXT_OFFLINESHOP_TEXT6	Tytul:
SUBTEXT_OFFLINESHOP_TEXT7	Czas:
SUBTEXT_OFFLINESHOP_TEXT8	Nazwa wlasciciela:
SUBTEXT_OFFLINESHOP_TEXT9	Nazwa Sklepu:
SUBTEXT_OFFLINESHOP_TEXT10	Czas:
SUBTEXT_OFFLINESHOP_TEXT11	Przedmioty:
SUBTEXT_OFFLINESHOP_TEXT12	Nazwa:
SUBTEXT_OFFLINESHOP_TEXT13	Przedmiot:
SUBTEXT_OFFLINESHOP_TEXT14	Cena:
SUBTEXT_OFFLINESHOP_TEXT17	Nazwa Przedmiotu
SUBTEXT_OFFLINESHOP_TEXT18	Rasa
SUBTEXT_OFFLINESHOP_TEXT19	Typ
SUBTEXT_OFFLINESHOP_TEXT20	Cena
SUBTEXT_OFFLINESHOP_TEXT21	Level
SUBTEXT_OFFLINESHOP_TEXT22	Bonus
SUBTEXT_OFFLINESHOP_TEXT23	Dodaj:
SUBTEXT_OFFLINESHOP_TEXT24	Tip:
SUBTEXT_OFFLINESHOP_TEXT25	Min:
SUBTEXT_OFFLINESHOP_TEXT26	Max:
SUBTEXT_OFFLINESHOP_TEXT27	Wojownik
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	Szaman
SUBTEXT_OFFLINESHOP_TEXT31	Od:
SUBTEXT_OFFLINESHOP_TEXT32	Do:
SUBTEXT_OFFLINESHOP_TEXT33	Data:
SUBTEXT_OFFLINESHOP_TEXT34	Czas:
SUBTEXT_OFFLINESHOP_TEXT35	Numer przedmiotu:
SUBTEXT_OFFLINESHOP_TEXT36	Nazwa:
SUBTEXT_OFFLINESHOP_TEXT37	Ostatnie uzycie:
SUBTEXT_OFFLINESHOP_TEXT38	Dni:
SUBTEXT_OFFLINESHOP_TEXT39	Czas:
SUBTEXT_OFFLINESHOP_TEXT40	Cena wywolawcza:
SUBTEXT_OFFLINESHOP_TEXT41	Wlasciciel:
SUBTEXT_OFFLINESHOP_TEXT42	Najlepsza oferta:
SUBTEXT_OFFLINESHOP_TEXT43	Wlasciciel:
SUBTEXT_OFFLINESHOP_TEXT44	Min. przebicie:
SUBTEXT_OFFLINESHOP_TEXT45	Nazwa:
SUBTEXT_OFFLINESHOP_TEXT46	Oferta:
SUBTEXT_OFFLINESHOP_TEXT47	Wlasciciel:
SUBTEXT_OFFLINESHOP_TEXT48	Najlepsza oferta:
SUBTEXT_OFFLINESHOP_TEXT49	Czas:
SUBTEXT_OFFLINESHOP_TEXT50	Count:
DS_GRADE3	Antyczne
DS_GRADE4	Legendarne
DS_GRADE5	Mityczne
CHATTING_SETTING_CANCLE	Przywróc
CHATTING_SETTING_CLEAR	Resetuj
CHATTING_SETTING_DEFAULT_TITLE	Ogólne
CHATTING_SETTING_DETAIL	Ustawienia systemowe
CHATTING_SETTING_DICE	Kostka
CHATTING_SETTING_DICE_SETTING	Ustawienia kostki
CHATTING_SETTING_EXP	Doswiadczenie
CHATTING_SETTING_GOLD	Waluta
CHATTING_SETTING_GUILD	Gildia
CHATTING_SETTING_ITEM	Przedmiot
CHATTING_SETTING_LIST	Lista
CHATTING_SETTING_NOTICE	Wiadomosc
CHATTING_SETTING_PARTY	Grupa
CHATTING_SETTING_SAVE	Zapis
CHATTING_SETTING_SHOUT	Napisz na czacie
CHATTING_SETTING_SYSTEM	System
CHATTING_SETTING_TABNAME	Nazwa czatu
CHATTING_SETTING_TALKING	Ogólny
CHATTING_SETTING_TITLE	Ustawienia czatu
CHAT_FILTER	Filtr czasu
CHAT_FILTER_DICE	Kostka
CAMERA_PERSPECTIVE	Perspektywa
CHARACTER_EMOJI_ACTION	Nowe emotikony
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Strona 1
PAGINA_GILDA_2	Strona 2
TERZO_POSTO	Braz
SECONDO_POSTO	Srebro
PRIMO_POSTO	Zloto
TROFEI_GILDA	Trofeum
SCONFITTE_GILDA	Przegrane
PAREGGI_GILDA	Remisy
VITTORIE_GILDA	Wygrane
NOME_GILDA	Nazwa
NOME_RANKING	Ranking
DIVISION_STACK	Pelny podzial
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Rozpocznij w miescie %s sec
RESTART_HERE_NEW	Rozpocznij tutaj %s sec
BIOLOGO_CONSEGNA_ITEM	Dostarcz
NOTIFICA_BIOLOGO	Zezwól na powiadomienia
NOME_BIOLOGO	Biolog Chaegirab
AUTO_TRANSLATE_DESC	Jezeli wlaczone, otrzymana wiadomosc zostanie automatycznie przetlumaczona na twój jezyk.
AUTO_TRANSLATE	Automatyczne tlumaczenie
AUTO_TRANSLATE_WHISPER	Prywatna wiadomosc
RUNE_TITLE	Runy
RUNE_ACTIVE	Aktywuj
RUNE_DEACTIVE	Dezaktywuj
RUNE_SHOP	Sklep
RUNE_EFFECT	Efekt
RUNE_EFFECT_DESC	Gdy wszystkie runy maja przynajmniej 60% mozesz ukryc efekt.
MYSHOP_DECO_CANCEL	Zamknij.
MYSHOP_DECO_DEFAULT	Standardowy
MYSHOP_DECO_NEXT	Nastepny
MYSHOP_DECO_OK	Zamknij
MYSHOP_DECO_PREV	Wstecz
MYSHOP_DECO_SELECT_MODEL	Wybierz wyglad swojego sklepu.
MYSHOP_DECO_SELECT_TITLE	Wybierz wyglad nazwy swojego sklepu.
KASMIR_MARKET_PRIVATESHOP_0	Standardowy
KASMIR_MARKET_PRIVATESHOP_1	Tysiac i jedna noc
KASMIR_MARKET_PRIVATESHOP_2	Mistrz grilla
KASMIR_MARKET_PRIVATESHOP_3	Lowca skarbów
KASMIR_MARKET_PRIVATESHOP_4	Maly plomyk
KASMIR_MARKET_PRIVATESHOP_5	Handlarz zbroji
KASMIR_MARKET_PRIVATESHOP_6	Handlarz bronii
KASMIR_MARKET_PRIVATESHOP_7	Alchemik
KASMIR_PAKET_STANDART	Standardowy
KASMIR_PAKET_FIRE	Ogien
KASMIR_PAKET_ICE	Lód
KASMIR_PAKET_PAPER	Papier
KASMIR_PAKET_RIBON	Wstazka
KASMIR_PAKET_WING	Skrzydla
DESTROY	Zniszcz
PET_BTN_1	Bonus wiekowy
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	Ekwipunek
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Kostiumy
PET_BTN_3	Progres
PET_EVOLVE_TITLE	Ewolucja
PET_EVOLVE_BUTTON_OK	Ewoluuj
PET_EVOLVE_BUTTON_CLOSE	Zrezygnuj
PET_ENCHANT_TITLE	Zwieksz bonus zwierzaka
PET_ENCHANT_CHOOSE	Wybierz bonus do wzmocnienia:
PET_ENCHANT_ACCEPT	Wzmocnij
PET_ENCHANT_CLOSE	Zrezygnuj
RANKING_TITLE	Ranking
RANKING_RANK	Pozycja
RANKING_NAME	Nazwa
RANKING_POINTS	Statystyki
RANKING_CAT0	Wygrane pojedynki
RANKING_CAT1	Przegrane pojedynki
RANKING_CAT2	Zabójstwa na wojnach
RANKING_CAT3	Srednie obrazenia przeciwko gracza 
RANKING_CAT4	Obrazenia umiejetnosci przeciwko gracza
RANKING_CAT5	Zniszczone metiny
RANKING_CAT6	Zabite potwory
RANKING_CAT7	Zabici wladcy
RANKING_CAT8	Srednie obrazenia przeciwko wladcom
RANKING_CAT9	Obrazenia umiejetnosci przeciwko wladcom
RANKING_CAT10	Podniesione yang
RANKING_CAT11	Uzbierane gaya
RANKING_CAT12	Uzyte wzmocnione przedmioty
RANKING_CAT13	Uzyte wzmocnione talizmany
RANKING_CAT14	Zlowione ryby
RANKING_CAT15	Czas gry (min)
RANKING_CAT16	Ukonczone wyprawy
RANKING_CAT17	Otwarte skrzynie
COMB_TITLE	Transfer bonusów
ATTR_COSTUME_REMOVE	Usun specjalny bonus
ATTR_COSTUME_REMOVE_ACCEPT	Usun
ATTR_COSTUME_REMOVE_CLOSE	Zrezygnuj
ATTR_COSTUME_REMOVE_CHOOSE	Wybierz bonus który chcesz usunac:
SKILL_PASSIVE_DEFENSE	Pasywny
NEW_EXCHANGE_YOU	Ty
BATTLE_PASS	Karnet bojowy [F8]
BATTLE_PASS_MISSION_NAME	Nazwa Misji
BATTLE_PASS_MISSION_STATUS	Postep
BATTLE_PASS_MISSION_INFO	Informacje
BATTLE_PASS_INFO	Infromacjie o karnecie bojowym
BATTLE_PASS_DESCRIPTION	Opis misji
BATTLE_PASS_TOTAL_PROGRESS	Calkowity postep
SKILL_COLOR_TITLE	Wybierz kolor
SKILL_COLOR_PRESET_TITLE	Ustawienie koloru
SKILL_COLOR_PRESET_SELECT	Wybierz kolor
SKILL_COLOR_PRESET_SAVE	Zapisz kod wybranego koloru
SKILL_COLOR_PRESET_CLEAR	Wyczysc kod wybranego koloru
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Kod koloru
SKILL_COLOR_DEFAULT	Uzyj domyslnego koloru
SKILL_COLOR_CHANGE	Zmien kolor
SKILL_COLOR_CANCEL	Zrezygnuj
WIKI_WONDER	Wiki
DUNGEON_INFO	Informacje o wyprawie
OFFLINE_SHOP	Sklep offline
BIOLOGO	Biolog
SAVE_POINT	Zapisz punkt
TELEPORTER	Mapa teleportów
SUPPORT_SYSTEM	Support [X]
CLASSIFICA_GIOCATORI	Ranking graczy [F12]
CLASSIFICA_GILDA	Ranking gildi [F6]
SWITCH_BOT	Zmieniacz bonusów [K]
INVENTORY_SEPARATE	Sortuj ekwipunek
INVENTORY_SPECIAL_SEPARATE	Sortuj specjalny ekwipunek
Rune	Runy [J]
EXTRA_INVENTORY	Dodatkowy ekwipunek [U]
QUEST_UI_TEXT_COLLECTION	Badania Biologa
QUEST_UI_TEXT_DAILY	Dzienne Misje
QUEST_UI_TEXT_EVENT	Misje eventowe
QUEST_UI_TEXT_LEVELUP	Misje lowcy
QUEST_UI_TEXT_MAIN	Glówne misje
QUEST_UI_TEXT_SCROLL	Misje ze zwojami
QUEST_UI_TEXT_SUB	Poboczne misje
QUEST_UI_TEXT_SYSTEM	Game Mission
HIDE_COSTUME	Ukryj kostium
SELECT_YES_GUILD	Nazwa gildi: %s
SUPPORT_SKILL_VALUE	Wartosc umiejetnosci
SUPPORT_CHAR_TITLE	Support Shaman Character
DRAGONSOUL_REFINE	Uszlachetniac
DRAGONSOUL_SHOP	Sklep
DEFANCE_WAWE_MAST_TEXT	Ship mast
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
DAILY_REWARD01	Dzienna nagroda
DAILY_REWARD02	Nagroda
DAILY_REWARD03	Odbierz
DAILY_REWARD04	Dostepne nagrody:
DAILY_REWARD05	Czas:
OPTION_TILING	Grafika
OPTION_TILING_APPLY	Zastosuj
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Zaabsorbuj bonusy
SASH_COMBINE	Kombinacja
SASH_MAIN	Szarfa 1
SASH_RESULT	Rezultat
SASH_SERVE	Szarfa 2
BANNER_MINI_GAME_FINDM	TRIO POTWORÓW
GUILD_BANK_NUMBER	Numer banku
GUILD_BASEINFO_DEAL	Sprzedaj ziemie gildi
GUILD_BASEINFO_GOLDMANAGE	Transakcja
GUILD_BASEINFO_LANDABANDON	Anuluj umowe dotyczaca ziemi gildii.
GUILD_BASEINFO_MONEYIN	Zdeponuj
GUILD_BASEINFO_MONEYOUT	Wyplac
GUILD_BASEINFO_VOTE	Ankieta
GUILD_LANDDEAL_VOTE	Sprzedaz ziemi gildi
GUILD_LANDDEAL_VOTE_DEALGOLD	Cena w yang:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	Nazwa gildii:
GUILD_MEMBER_VOTE_CHECK	Sprawdz ankiete
SAFEBOX_TITLE	Schowek
MINI_GAME_FINDM_HINT_BTN	Wskazówka
MINI_GAME_FINDM_START_BTN	Rozpocznij gre
MINI_GAME_FINDM_TITLE	Trio potworów
MINI_GAME_FINDM_TRY_COUNT_TEXT	Próba
MINI_GAME_FINDM_UPGRADE_BAR1	Przedmiot
MINI_GAME_FINDM_UPGRADE_BAR2	Wklad (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Otrzymany przedmiot
MINI_GAME_FINDM_UPGRADE_RETRY	Poprawienie próby
MINI_GAME_FINDM_UPGRADE_TITLE	Zwiekszenie nagrody
MOUSEBUTTON_ANTIEXP	Pierscien AntyExp
OPTION_CAMERA_DISTANCE_LONG_LONG	S. Bardzo daleko
PIN_CODE_DESC_1	Wprowadz pin gracza
PIN_CODE_DESC_2	zeby dolaczyc do gry.
PIN_CODE_NEW	Nowy kod pin
PIN_CODE_CONFIRM_NEW	Potwierdz nowy kod pin
BOOKS_TITLE	Biblioteka
COFFERS_TITLE	Skrzynie
STONES_TITLE	Kamienie
UPPGRADE_TITLE	Ulepszacze
USERNAMETEXT	Login:
PASSWORDTEXT	Haslo:
DUNGEON_INFO	Informacja o wyprawie
DUNGEON_INFO_TYPE	Rodzaj:
DUNGEON_INFO_ORGANIZATION	Organization:
DUNGEON_INFO_LEVEL_LIMIT	Limit lv:
DUNGEON_INFO_PARTY_MEMBERS	Czlonkowie grupy:
DUNGEON_INFO_COOLDOWN	Czas oczekiwania:
DUNGEON_INFO_DURATION	Czas trwania:
DUNGEON_INFO_ENTRANCE	Wejscie:
DUNGEON_INFO_STRENGTH	Silny:
DUNGEON_INFO_RESISTANCE	Odpornosc:
DUNGEON_INFO_TOTAL_FINISHED	Ilosc ukonczen:
DUNGEON_INFO_FASTEST_TIME	Najszybsze ukonczenie:
DUNGEON_INFO_HIGHEST_DAMAGE	Najwyzsze obrazenia w ostatniego wladce:
DUNGEON_INFO_TELEPORT	Teleport
DUNGEON_INFO_CLOSE	Zamknij
DUNGEON_INFO_PERSONAL_STATS	Moje statystyki
DUNGEON_INFO_DUNGEON	Wyprawa
DUNGEON_RANKING	Ranking
DUNGEON_RANKING_POSITION	Pozycja
DUNGEON_RANKING_NAME	Nazwa
DUNGEON_RANKING_LEVEL	Level
DUNGEON_RANKING_POINTS	Punkty
DUNGEON_RANKING_TYPE1	Koniec rankingu
DUNGEON_RANKING_TYPE2	Czas rankingu
DUNGEON_RANKING_TYPE3	Ranking obrazen
DUNGEON_RANKING_POINT_TYPE1	Ukonczono
DUNGEON_RANKING_POINT_TYPE2	Min. Czas
DUNGEON_RANKING_POINT_TYPE3	Max. Obrazenia
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Strona glówna
STARTPAGE_COLUMN_1_TITLE	Nowe przedmioty
STARTPAGE_COLUMN_2_TITLE	Nowe oferty
STARTPAGE_COLUMN_3_TITLE	Zalecana
QUESTION_WANT_TO_BUY	Chcesz kupic x{amount} {itemName} dla {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Kupic
ITEMBOX_BUTTON_PREVIEW_TEXT	Zegarek
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Kup walute!
PLAYER_INFO_NAME_TITLE	Nazwac
PLAYER_INFO_LEVEL_TITLE	Poziom
PLAYER_INFO_CURRENCY_TITLE	Coins
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Rabat od %d%%
