TELEPORT_PANEL_TITLE	teleportáló
UICHAR_CHARACTERISTICS_2b	Sebesség
UICHAR_CHARACTERISTICS_3a	Varázs
UICHAR_CHARACTERISTICS_3b	Sebesség
UICHAR_CHARACTERISTICS_4a	Mágikus
UICHAR_CHARACTERISTICS_4b	Sebzés
UICHAR_CHARACTERISTICS_5a	Mágikus
UICHAR_CHARACTERISTICS_5b	Védelem
UICHAR_CHARACTERISTICS_6a	Kitérés
UICHAR_CHARACTERISTICS_6b	Érték
BATTLEPASS_MISSIONNAME	Küldetés Név
BATTLEPASS_STATUS	Státusz
BATTLEPASS_INFORMATIONS	Információk
BATTLEPASS_DESCRIPTION	Leírás
BATTLEPASS_GENERAL_INFORMATIONS	Battlepass Információ
BATTLEPASS_SHOP_DESC	Piac megnyitása
BATTLEPASS_REWARD_DESC	Jutalom
SUBTEXT_OFFLINESHOP_TEXTBTN1	Saját Piac
SUBTEXT_OFFLINESHOP_TEXTBTN2	Piac lista
SUBTEXT_OFFLINESHOP_TEXTBTN3	Raktár
SUBTEXT_OFFLINESHOP_TEXTBTN4	Saját üzleteim
SUBTEXT_OFFLINESHOP_TEXTBTN5	Keresés
SUBTEXT_OFFLINESHOP_TEXTBTN6	Történet
SUBTEXT_OFFLINESHOP_TEXTBTN7	Mentett keresések
SUBTEXT_OFFLINESHOP_TEXTBTN8	Saját aukcióim
SUBTEXT_OFFLINESHOP_TEXTBTN9	Aukció lista
SUBTEXT_OFFLINESHOP_TEXT1	Név:
SUBTEXT_OFFLINESHOP_TEXT2	Ido:
SUBTEXT_OFFLINESHOP_TEXT3	Maximum idotartam 8 nap.
SUBTEXT_OFFLINESHOP_TEXT4	Napok:
SUBTEXT_OFFLINESHOP_TEXT5	Órák:
SUBTEXT_OFFLINESHOP_TEXT6	Cím:
SUBTEXT_OFFLINESHOP_TEXT7	Ido:
SUBTEXT_OFFLINESHOP_TEXT8	Tulajdonos Név:
SUBTEXT_OFFLINESHOP_TEXT9	Piac Név:
SUBTEXT_OFFLINESHOP_TEXT10	Ido:
SUBTEXT_OFFLINESHOP_TEXT11	Tárgyak:
SUBTEXT_OFFLINESHOP_TEXT12	Név:
SUBTEXT_OFFLINESHOP_TEXT13	Tárgy:
SUBTEXT_OFFLINESHOP_TEXT14	Ár:
SUBTEXT_OFFLINESHOP_TEXT17	Tárgy Név:
SUBTEXT_OFFLINESHOP_TEXT18	Faj:
SUBTEXT_OFFLINESHOP_TEXT19	Típus:
SUBTEXT_OFFLINESHOP_TEXT20	Ár:
SUBTEXT_OFFLINESHOP_TEXT21	Szint:
SUBTEXT_OFFLINESHOP_TEXT22	Bónusz
SUBTEXT_OFFLINESHOP_TEXT23	Hozzáad:
SUBTEXT_OFFLINESHOP_TEXT24	Borravaló:
SUBTEXT_OFFLINESHOP_TEXT25	Min:
SUBTEXT_OFFLINESHOP_TEXT26	Max:
SUBTEXT_OFFLINESHOP_TEXT27	Harcos
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	Sámán
SUBTEXT_OFFLINESHOP_TEXT31	Kitol:
SUBTEXT_OFFLINESHOP_TEXT32	Kinek:
SUBTEXT_OFFLINESHOP_TEXT33	Dátum:
SUBTEXT_OFFLINESHOP_TEXT34	Ido:
SUBTEXT_OFFLINESHOP_TEXT35	Tárgy Azonosító:
SUBTEXT_OFFLINESHOP_TEXT36	Név:
SUBTEXT_OFFLINESHOP_TEXT37	Utolsó használat:
SUBTEXT_OFFLINESHOP_TEXT38	Napok:
SUBTEXT_OFFLINESHOP_TEXT39	Ido:
SUBTEXT_OFFLINESHOP_TEXT40	Kezdeti ár:
SUBTEXT_OFFLINESHOP_TEXT41	Tulajdonos:
SUBTEXT_OFFLINESHOP_TEXT42	Legjobb ajánlat:
SUBTEXT_OFFLINESHOP_TEXT43	Tulajdonos:
SUBTEXT_OFFLINESHOP_TEXT44	Min. emelés:
SUBTEXT_OFFLINESHOP_TEXT45	Név:
SUBTEXT_OFFLINESHOP_TEXT46	Ajánlat:
SUBTEXT_OFFLINESHOP_TEXT47	Tulajdonos:
SUBTEXT_OFFLINESHOP_TEXT48	Legjobb ajánlat:
SUBTEXT_OFFLINESHOP_TEXT49	Ido:
SUBTEXT_OFFLINESHOP_TEXT50	Darabszám:
DS_GRADE3	Osi
DS_GRADE4	Legendás
DS_GRADE5	Mítikus
CHATTING_SETTING_CANCLE	Visszaállít
CHATTING_SETTING_CLEAR	Újrakezd
CHATTING_SETTING_DEFAULT_TITLE	Általános
CHATTING_SETTING_DETAIL	Rendszer beállítások
CHATTING_SETTING_DICE	Kocka
CHATTING_SETTING_DICE_SETTING	Kocka beállítások
CHATTING_SETTING_EXP	Tapasztalat
CHATTING_SETTING_GOLD	Pénznem
CHATTING_SETTING_GUILD	Céh
CHATTING_SETTING_ITEM	Tárgy
CHATTING_SETTING_LIST	Lista
CHATTING_SETTING_NOTICE	Üzenet
CHATTING_SETTING_PARTY	Csapat
CHATTING_SETTING_SAVE	Mentés
CHATTING_SETTING_SHOUT	Chat hívása
CHATTING_SETTING_SYSTEM	Rendszer
CHATTING_SETTING_TABNAME	Chat neve
CHATTING_SETTING_TALKING	Általános
CHATTING_SETTING_TITLE	Chat beállítások
CHAT_FILTER	Chat szuro
CHAT_FILTER_DICE	Kocka
CAMERA_PERSPECTIVE	Perspektíva
CHARACTER_EMOJI_ACTION	Új emoji
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Oldal 1
PAGINA_GILDA_2	Oldal 2
TERZO_POSTO	Bronz
SECONDO_POSTO	Ezüst
PRIMO_POSTO	Arany
TROFEI_GILDA	Trófea
SCONFITTE_GILDA	Vesztés
PAREGGI_GILDA	Döntentlen
VITTORIE_GILDA	Nyereség
NOME_GILDA	Név
NOME_RANKING	Helyezés
DIVISION_STACK	Teljes felosztás
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Újraéledés a városban %s másodperc múlva
RESTART_HERE_NEW	Újraéledés itt %s másodperc múlva
BIOLOGO_CONSEGNA_ITEM	Szállítás
NOTIFICA_BIOLOGO	Értesítések engedélyezése
NOME_BIOLOGO	Chaegirab biológus
AUTO_TRANSLATE_DESC	Ha aktiválva van, a kapott üzenetek automatikusan lefordítódnak a nyelvedre.
AUTO_TRANSLATE	Automatikus Fordítás
AUTO_TRANSLATE_WHISPER	Privát Üzenet
RUNE_TITLE	Rúna
RUNE_ACTIVE	Aktív
RUNE_DEACTIVE	Inaktív
RUNE_SHOP	Piac
RUNE_EFFECT	Effekt
RUNE_EFFECT_DESC	Ha minden Rúna legalább 60%-on van, elrejtheted az effekteket.
MYSHOP_DECO_CANCEL	Bezár
MYSHOP_DECO_DEFAULT	Alapértelmezett
MYSHOP_DECO_NEXT	Következo
MYSHOP_DECO_OK	Bezár
MYSHOP_DECO_PREV	Vissza
MYSHOP_DECO_SELECT_MODEL	Válassz kinézetet a Piacodnak.
MYSHOP_DECO_SELECT_TITLE	Válassz kinézetet a címednek.
KASMIR_MARKET_PRIVATESHOP_0	Alapértelmezett
KASMIR_MARKET_PRIVATESHOP_1	Az Ezeregyéjszaka meséi
KASMIR_MARKET_PRIVATESHOP_2	Grill Mester
KASMIR_MARKET_PRIVATESHOP_3	Kincsvadászat
KASMIR_MARKET_PRIVATESHOP_4	A legalacsonyabb láng
KASMIR_MARKET_PRIVATESHOP_5	Fegyverkereskedo
KASMIR_MARKET_PRIVATESHOP_6	Fegyver eladó
KASMIR_MARKET_PRIVATESHOP_7	Alkimista
KASMIR_PAKET_STANDART	Alapértelmezett
KASMIR_PAKET_FIRE	Tuz
KASMIR_PAKET_ICE	Jég
KASMIR_PAKET_PAPER	Papír
KASMIR_PAKET_RIBON	Szalag
KASMIR_PAKET_WING	Szárny
DESTROY	Elpusztít
PET_BTN_1	Kor bónusz
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	Felszerelés
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Kosztümök
PET_BTN_3	Haladás
PET_EVOLVE_TITLE	Evolúció
PET_EVOLVE_BUTTON_OK	Fejlodés
PET_EVOLVE_BUTTON_CLOSE	Bezár
PET_ENCHANT_TITLE	Növeld a Kisállat bónuszát
PET_ENCHANT_CHOOSE	Válaszd ki melyik bónuszt szeretnéd növelni:
PET_ENCHANT_ACCEPT	Bónusz növelése
PET_ENCHANT_CLOSE	Bezár
RANKING_TITLE	Ranglista
RANKING_RANK	Pozíció
RANKING_NAME	Név
RANKING_POINTS	Státusz
RANKING_CAT0	Nyert párbajok
RANKING_CAT1	Vesztett párbajok
RANKING_CAT2	Ölések száma háborúban
RANKING_CAT3	Átlagos kár játékosk ellen 
RANKING_CAT4	Késség kár játékosok ellen 
RANKING_CAT5	Metin elpusztítva
RANKING_CAT6	Megölt szörnyek
RANKING_CAT7	Megölt foellenségek
RANKING_CAT8	Átlagos kár foellenségek ellen
RANKING_CAT9	Késség kár foellenségek ellen
RANKING_CAT10	Yang felvéve
RANKING_CAT11	Felgyülemlett Gaya
RANKING_CAT12	Tárgy-megerosíto használva
RANKING_CAT13	Talizmán-megerosíto használva
RANKING_CAT14	Hal elkapva
RANKING_CAT15	Játékido (perc)
RANKING_CAT16	Dungeon legyozve
RANKING_CAT17	Ennyi ládát nyitottál
COMB_TITLE	Átutalási bónuszok
ATTR_COSTUME_REMOVE	Külön bónusz eltávolítása
ATTR_COSTUME_REMOVE_ACCEPT	Eltávolít
ATTR_COSTUME_REMOVE_CLOSE	Bezér
ATTR_COSTUME_REMOVE_CHOOSE	Válaszd ki a bónuszt, amit elszertnél távolítani:
SKILL_PASSIVE_DEFENSE	Passzív
NEW_EXCHANGE_YOU	Te
BATTLE_PASS	Battle Pass [F8]
BATTLE_PASS_MISSION_NAME	Küldetés Név
BATTLE_PASS_MISSION_STATUS	Státusz
BATTLE_PASS_MISSION_INFO	Információ
BATTLE_PASS_INFO	Battle Pass Információ
BATTLE_PASS_DESCRIPTION	Küldetés leírás
BATTLE_PASS_TOTAL_PROGRESS	Teljes Haladás
SKILL_COLOR_TITLE	Válassz színt
SKILL_COLOR_PRESET_TITLE	Elore beállított szín
SKILL_COLOR_PRESET_SELECT	Válassz színt
SKILL_COLOR_PRESET_SAVE	Mentsd el a választott színt
SKILL_COLOR_PRESET_CLEAR	Törölje a kiválasztott színkódot
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Színkód
SKILL_COLOR_DEFAULT	Használja az alapértelmezett színt
SKILL_COLOR_CHANGE	Szín megváltoztatása
SKILL_COLOR_CANCEL	Bezár
WIKI_WONDER	Wiki
DUNGEON_INFO	Dungeon Információ
OFFLINE_SHOP	Offline Piac
BIOLOGO	Biológus
SAVE_POINT	Mentett Állomás
TELEPORTER	Teleport Map
SUPPORT_SYSTEM	Támogató Sámán [X]
CLASSIFICA_GIOCATORI	Játékos Ranglista [F12]
CLASSIFICA_GILDA	Céh Ranglista [F6]
SWITCH_BOT	Gira bónusz [K]
INVENTORY_SEPARATE	Leltár rendezés
INVENTORY_SPECIAL_SEPARATE	Speciális Leltár rendezése
Rune	Rona [J]
EXTRA_INVENTORY	Speciális Leltár [U]
QUEST_UI_TEXT_COLLECTION	Biológus Küldetés
QUEST_UI_TEXT_DAILY	Napi Küldetés
QUEST_UI_TEXT_EVENT	Event Küldetés
QUEST_UI_TEXT_LEVELUP	Vadász Küldetés
QUEST_UI_TEXT_MAIN	Fo Küldetés
QUEST_UI_TEXT_SCROLL	Tekercses Könyv Küldetés
QUEST_UI_TEXT_SUB	Másodlagos Küldetés
QUEST_UI_TEXT_SYSTEM	Játék Küldetés
HIDE_COSTUME	Elrejt kosztüm
SELECT_YES_GUILD	Céh Név: %s
SUPPORT_SKILL_VALUE	Képesség Érték
SUPPORT_CHAR_TITLE	Támogató Sámán Karakter
DRAGONSOUL_REFINE	Nemesítés
DRAGONSOUL_SHOP	Piac
DEFANCE_WAWE_MAST_TEXT	Hajóárboc
DEFANCE_WAWE_GAUGE_TOOLTIP	TP: 990000000 /990000000
DAILY_REWARD01	Napi Jutalom
DAILY_REWARD02	Jutalom
DAILY_REWARD03	Beváltás
DAILY_REWARD04	Elérheto jutalmak:
DAILY_REWARD05	Ido:
OPTION_TILING	Grafika
OPTION_TILING_APPLY	Alkalmaz
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Bónusz felszívása
SASH_COMBINE	Egyesít
SASH_MAIN	Öv 1
SASH_RESULT	Eredmény
SASH_SERVE	Öv 2
BANNER_MINI_GAME_FINDM	Szörnyek hármasa
GUILD_BANK_NUMBER	Bankszám
GUILD_BASEINFO_DEAL	Eladja a céh földjét
GUILD_BASEINFO_GOLDMANAGE	Tranzakció
GUILD_BASEINFO_LANDABANDON	Törölje a céh földszerzodését.
GUILD_BASEINFO_MONEYIN	Befizet
GUILD_BASEINFO_MONEYOUT	Visszavonás
GUILD_BASEINFO_VOTE	Felmérés
GUILD_LANDDEAL_VOTE	Eladja a céh földjét
GUILD_LANDDEAL_VOTE_DEALGOLD	Yang ár:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	Céh Név:
GUILD_MEMBER_VOTE_CHECK	Ellenorizze a felmérést
SAFEBOX_TITLE	Raktár
MINI_GAME_FINDM_HINT_BTN	Utalás
MINI_GAME_FINDM_START_BTN	Indítsa el a játékot
MINI_GAME_FINDM_TITLE	Szörnyek hármasa
MINI_GAME_FINDM_TRY_COUNT_TEXT	Próbálkozás
MINI_GAME_FINDM_UPGRADE_BAR1	Tárgy
MINI_GAME_FINDM_UPGRADE_BAR2	Hozzájárulás (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	A tétel megérkezett
MINI_GAME_FINDM_UPGRADE_RETRY	Javítási kísérlet
MINI_GAME_FINDM_UPGRADE_TITLE	Növelje a jutalmat
MOUSEBUTTON_ANTIEXP	AntiExp Gyuru
OPTION_CAMERA_DISTANCE_LONG_LONG	Nagyon Messze
PIN_CODE_DESC_1	A játékban való részvételhez 
PIN_CODE_DESC_2	írja be a játékos PIN-kódját.
PIN_CODE_NEW	Új PIN kód
PIN_CODE_CONFIRM_NEW	Erosítse meg az új PIN-kódot
BOOKS_TITLE	Könyvek
COFFERS_TITLE	Ládák
STONES_TITLE	Szellemkövek
UPPGRADE_TITLE	Tárgy Fejlesztok
USERNAMETEXT	Felhasználónév:
PASSWORDTEXT	Jelszó:
DUNGEON_INFO	Dungeon Információ
DUNGEON_INFO_TYPE	Típus:
DUNGEON_INFO_ORGANIZATION	Szervezet:
DUNGEON_INFO_LEVEL_LIMIT	Szint limit:
DUNGEON_INFO_PARTY_MEMBERS	Csapat tagjai:
DUNGEON_INFO_COOLDOWN	Töltési ido:
DUNGEON_INFO_DURATION	Idotartam:
DUNGEON_INFO_ENTRANCE	Belépo:
DUNGEON_INFO_STRENGTH	Erosség:
DUNGEON_INFO_RESISTANCE	Ellenállás:
DUNGEON_INFO_TOTAL_FINISHED	Összesen kész:
DUNGEON_INFO_FASTEST_TIME	Leggyorsabb Ido:
DUNGEON_INFO_HIGHEST_DAMAGE	Legnagyobb sebzés a végso foellenségen:
DUNGEON_INFO_TELEPORT	Teleport
DUNGEON_INFO_CLOSE	Bezár
DUNGEON_INFO_PERSONAL_STATS	Személyes eredményeim
DUNGEON_INFO_DUNGEON	Dungeon
DUNGEON_RANKING	Ranking	Helyezés
DUNGEON_RANKING_POSITION	Pozíció
DUNGEON_RANKING_NAME	Név
DUNGEON_RANKING_LEVEL	Szint
DUNGEON_RANKING_POINTS	Pontok
DUNGEON_RANKING_TYPE1	Halász Helyezés
DUNGEON_RANKING_TYPE2	Ido Helyezés
DUNGEON_RANKING_TYPE3	Sebzés Helyezés
DUNGEON_RANKING_POINT_TYPE1	Befejezve
DUNGEON_RANKING_POINT_TYPE2	Min. Ido
DUNGEON_RANKING_POINT_TYPE3	Max. Sebzés
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Kezdolap
STARTPAGE_COLUMN_1_TITLE	Uj tetelek
STARTPAGE_COLUMN_2_TITLE	Új ajánlatok
STARTPAGE_COLUMN_3_TITLE	Ajánlott
QUESTION_WANT_TO_BUY	Meg akarod venni x{amount} {itemName} számára {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Megvesz
ITEMBOX_BUTTON_PREVIEW_TEXT	Eloadás
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Vásároljon valutát!
PLAYER_INFO_NAME_TITLE	Név
PLAYER_INFO_LEVEL_TITLE	Szint
PLAYER_INFO_CURRENCY_TITLE	Coins
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Kedvezmény a %d%%
