TELEPORT_PANEL_TITLE	Teleporter
UICHAR_STATUS_ATT	Angriffsschaden
UICHAR_STATUS_DEF	Verteidigung
UICHAR_CHARACTERISTICS_1a	Bewegungs
UICHAR_CHARACTERISTICS_1b	Geschwindigkeit
UICHAR_CHARACTERISTICS_2a	Angriffs
UICHAR_CHARACTERISTICS_2b	Rate
UICHAR_CHARACTERISTICS_3a	Zauber
UICHAR_CHARACTERISTICS_3b	Geschwindigkeit
UICHAR_CHARACTERISTICS_4a	Magischer
UICHAR_CHARACTERISTICS_4b	Schaden
UICHAR_CHARACTERISTICS_5a	Magische
UICHAR_CHARACTERISTICS_5b	Verteidigung
UICHAR_CHARACTERISTICS_6a	Wert
UICHAR_CHARACTERISTICS_6b	Ausweichen
BATTLEPASS_MISSIONNAME	Mission Name
BATTLEPASS_STATUS	Status
BATTLEPASS_INFORMATIONS	Informationen
BATTLEPASS_DESCRIPTION	Beschreibung
BATTLEPASS_GENERAL_INFORMATIONS	Battlepass Info
BATTLEPASS_SHOP_DESC	Öffne Laden
BATTLEPASS_REWARD_DESC	Belohnung
SUBTEXT_OFFLINESHOP_TEXTBTN1	Mein Shop
SUBTEXT_OFFLINESHOP_TEXTBTN2	Shop liste
SUBTEXT_OFFLINESHOP_TEXTBTN3	Lagerung
SUBTEXT_OFFLINESHOP_TEXTBTN4	Meine Angebote
SUBTEXT_OFFLINESHOP_TEXTBTN5	Suche 
SUBTEXT_OFFLINESHOP_TEXTBTN6	History
SUBTEXT_OFFLINESHOP_TEXTBTN7	Suchanfragen gespeichert
SUBTEXT_OFFLINESHOP_TEXTBTN8	Meine Auktion
SUBTEXT_OFFLINESHOP_TEXTBTN9	Auktion liste
SUBTEXT_OFFLINESHOP_TEXT1	Name:
SUBTEXT_OFFLINESHOP_TEXT2	Zeit:
SUBTEXT_OFFLINESHOP_TEXT3	Die maximale Dauer beträgt 8 Tage.
SUBTEXT_OFFLINESHOP_TEXT4	Tage
SUBTEXT_OFFLINESHOP_TEXT5	Stunden
SUBTEXT_OFFLINESHOP_TEXT6	Titel:
SUBTEXT_OFFLINESHOP_TEXT7	Zeit:
SUBTEXT_OFFLINESHOP_TEXT8	Name des Eigentümers:
SUBTEXT_OFFLINESHOP_TEXT9	Shop Name:
SUBTEXT_OFFLINESHOP_TEXT10	Zeit:
SUBTEXT_OFFLINESHOP_TEXT11	Items:
SUBTEXT_OFFLINESHOP_TEXT12	Name:
SUBTEXT_OFFLINESHOP_TEXT13	Item:
SUBTEXT_OFFLINESHOP_TEXT14	Preis:
SUBTEXT_OFFLINESHOP_TEXT17	Item Name
SUBTEXT_OFFLINESHOP_TEXT18	Rennen
SUBTEXT_OFFLINESHOP_TEXT19	Typ
SUBTEXT_OFFLINESHOP_TEXT20	Preis
SUBTEXT_OFFLINESHOP_TEXT21	Level
SUBTEXT_OFFLINESHOP_TEXT22	Bonus
SUBTEXT_OFFLINESHOP_TEXT23	Hinzufügen:
SUBTEXT_OFFLINESHOP_TEXT24	Tip:
SUBTEXT_OFFLINESHOP_TEXT25	Min:
SUBTEXT_OFFLINESHOP_TEXT26	Max:
SUBTEXT_OFFLINESHOP_TEXT27	Krieger
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	Schamane
SUBTEXT_OFFLINESHOP_TEXT31	From:
SUBTEXT_OFFLINESHOP_TEXT32	Zu:
SUBTEXT_OFFLINESHOP_TEXT33	Datum:
SUBTEXT_OFFLINESHOP_TEXT34	Zeit:
SUBTEXT_OFFLINESHOP_TEXT35	Item Nummer:
SUBTEXT_OFFLINESHOP_TEXT36	Name:
SUBTEXT_OFFLINESHOP_TEXT37	Letzte Nutzung:
SUBTEXT_OFFLINESHOP_TEXT38	Tage:
SUBTEXT_OFFLINESHOP_TEXT39	Zeit:
SUBTEXT_OFFLINESHOP_TEXT40	Anfangspreis:
SUBTEXT_OFFLINESHOP_TEXT41	Eigentümer:
SUBTEXT_OFFLINESHOP_TEXT42	Bestes Angebot:
SUBTEXT_OFFLINESHOP_TEXT43	Eigentümer:
SUBTEXT_OFFLINESHOP_TEXT44	Min. Gebot:
SUBTEXT_OFFLINESHOP_TEXT45	Name:
SUBTEXT_OFFLINESHOP_TEXT46	Gebot:
SUBTEXT_OFFLINESHOP_TEXT47	Eigentümer:
SUBTEXT_OFFLINESHOP_TEXT48	Bestes Angebot:
SUBTEXT_OFFLINESHOP_TEXT49	Zeit:
SUBTEXT_OFFLINESHOP_TEXT50	Zählen:
DS_GRADE3	Ahnen
DS_GRADE4	Legendär
DS_GRADE5	Mythos
CHATTING_SETTING_CANCLE	Wiederherstellung
CHATTING_SETTING_CLEAR	Zurücksetzen
CHATTING_SETTING_DEFAULT_TITLE	Allgemein
CHATTING_SETTING_DETAIL	Systemeinstellungen
CHATTING_SETTING_DICE	Würfel
CHATTING_SETTING_DICE_SETTING	Würfeleinstellungen
CHATTING_SETTING_EXP	Erfahrung
CHATTING_SETTING_GOLD	Währung
CHATTING_SETTING_GUILD	Gilde
CHATTING_SETTING_ITEM	Artikel
CHATTING_SETTING_LIST	Liste
CHATTING_SETTING_NOTICE	Nachricht
CHATTING_SETTING_PARTY	Gruppe
CHATTING_SETTING_SAVE	Speichern
CHATTING_SETTING_SHOUT	Chat anrufen
CHATTING_SETTING_SYSTEM	System
CHATTING_SETTING_TABNAME	Name des Chats
CHATTING_SETTING_TALKING	Allgemein
CHATTING_SETTING_TITLE	Chat Einstellungen
CHAT_FILTER	Chat filter
CHAT_FILTER_DICE	Würfel
CAMERA_PERSPECTIVE	Perspektive
CHARACTER_EMOJI_ACTION	Neues Emoji
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Seite 1
PAGINA_GILDA_2	Seite 2
TERZO_POSTO	Bronze
SECONDO_POSTO	Silber
PRIMO_POSTO	Gold
TROFEI_GILDA	Trophäe
SCONFITTE_GILDA	verliert
PAREGGI_GILDA	Ziehung
VITTORIE_GILDA	Sieg
NOME_GILDA	Name
NOME_RANKING	Rangliste
DIVISION_STACK	Komplette Division
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Neustart in der Stadt in %s Sek.
RESTART_HERE_NEW	Neustart hier in %s Sek.
BIOLOGO_CONSEGNA_ITEM	Lieferung
NOTIFICA_BIOLOGO	Benachrichtigung zulassen
NOME_BIOLOGO	Biologe Chaegirab
AUTO_TRANSLATE_DESC	Wenn aktiviert, werden die empfangenen Nachrichten automatisch in Ihre Sprache übersetzt.
AUTO_TRANSLATE	Automatische Übersetzung
AUTO_TRANSLATE_WHISPER	Private Nachricht
RUNE_TITLE	Rune
RUNE_ACTIVE	Aktiv
RUNE_DEACTIVE	Deaktiviert
RUNE_SHOP	Shop
RUNE_EFFECT	Effekt
RUNE_EFFECT_DESC	Wenn alle Runen mindestens 60% betragen, kannst du den Effekt ausblenden.
MYSHOP_DECO_CANCEL	Schließen.
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	Weiter
MYSHOP_DECO_OK	Schließen
MYSHOP_DECO_PREV	Zurück
MYSHOP_DECO_SELECT_MODEL	Wählen Sie das Erscheinungsbild Ihres Shops.
MYSHOP_DECO_SELECT_TITLE	Wählen Sie das Aussehen Ihres Titels.
KASMIR_MARKET_PRIVATESHOP_0	Standard
KASMIR_MARKET_PRIVATESHOP_1	Tausend und eine Nacht
KASMIR_MARKET_PRIVATESHOP_2	Grillmeister
KASMIR_MARKET_PRIVATESHOP_3	Schatzsucher
KASMIR_MARKET_PRIVATESHOP_4	Niedrigste Flamme
KASMIR_MARKET_PRIVATESHOP_5	Waffenhändler
KASMIR_MARKET_PRIVATESHOP_6	Waffenverkäufer
KASMIR_MARKET_PRIVATESHOP_7	Alchemist 
KASMIR_PAKET_STANDART	Standard
KASMIR_PAKET_FIRE	Feuer
KASMIR_PAKET_ICE	Eis
KASMIR_PAKET_PAPER	Papier
KASMIR_PAKET_RIBON	Ribon
KASMIR_PAKET_WING	Flügel
DESTROY	Zerstören
PET_BTN_1	Alters bonus
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	Equipment
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Kostüme
PET_BTN_3	Fortschritt
PET_EVOLVE_TITLE	Entwicklung
PET_EVOLVE_BUTTON_OK	Entwickeln
PET_EVOLVE_BUTTON_CLOSE	Schließen
PET_ENCHANT_TITLE	Bonus-Haustier erhöhen
PET_ENCHANT_CHOOSE	Wählen Sie den zu erhöhenden Bonus aus:
PET_ENCHANT_ACCEPT	Verbesserung
PET_ENCHANT_CLOSE	Schließen
RANKING_TITLE	Ranking
RANKING_RANK	Position
RANKING_NAME	Name
RANKING_POINTS	Stats
RANKING_CAT0	Duelle Gewonenn
RANKING_CAT1	Duelle Verloren
RANKING_CAT2	Tötungen im Krieg
RANKING_CAT3	Durchschnittsschaden gegen Spieler 
RANKING_CAT4	Fertigkeitsschaden gegen Spieler 
RANKING_CAT5	Metins Zerstört
RANKING_CAT6	Monster getötet
RANKING_CAT7	Bosse getötet
RANKING_CAT8	Durchnschnittsschaden gegen bosse
RANKING_CAT9	Fertigkeitsschaden gegen bosse
RANKING_CAT10	Yang aufgehoben
RANKING_CAT11	Gaya erhalten
RANKING_CAT12	Schwitcher Benutzt
RANKING_CAT13	Talisman Switcher Benutzt
RANKING_CAT14	Fische gefangen
RANKING_CAT15	Spielzeit (min)
RANKING_CAT16	Dungeons geschafft
RANKING_CAT17	Kisten Geöffnet
COMB_TITLE	Bonus transfer
ATTR_COSTUME_REMOVE	Spezial Bonus entfernen
ATTR_COSTUME_REMOVE_ACCEPT	Entfernen
ATTR_COSTUME_REMOVE_CLOSE	Schließen
ATTR_COSTUME_REMOVE_CHOOSE	Wähle den Bonus den du Verändern Möchtest:
SKILL_PASSIVE_DEFENSE	Passive
NEW_EXCHANGE_YOU	Du
BATTLE_PASS	Kampfpass [F8]
BATTLE_PASS_MISSION_NAME	Missions Name
BATTLE_PASS_MISSION_STATUS	Status
BATTLE_PASS_MISSION_INFO	Info
BATTLE_PASS_INFO	Kampfpass Info
BATTLE_PASS_DESCRIPTION	Missions Beschreibung
BATTLE_PASS_TOTAL_PROGRESS	Totaler Fortschritt
SKILL_COLOR_TITLE	Farbe Wählen
SKILL_COLOR_PRESET_TITLE	Farb Vorschau
SKILL_COLOR_PRESET_SELECT	Wähl eine Farbe
SKILL_COLOR_PRESET_SAVE	Speicher den Farb code der ausgewählt wurde
SKILL_COLOR_PRESET_CLEAR	Klärt den Vorhandenen Farb Code
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Farb Code
SKILL_COLOR_DEFAULT	Benutze Standart Farbe
SKILL_COLOR_CHANGE	Farbe Ändern
SKILL_COLOR_CANCEL	Abrechen
WIKI_WONDER	Wiki
DUNGEON_INFO	Dungeon Info
OFFLINE_SHOP	Offline Shop
BIOLOGO	Biologe
SAVE_POINT	Sicherer Punkt
TELEPORTER	Teleport Map
SUPPORT_SYSTEM	Support Shamane [X]
CLASSIFICA_GIOCATORI	Spieler Ranking [F12]
CLASSIFICA_GILDA	Gilden Ranking [F6]
SWITCH_BOT	Bonus [K]
INVENTORY_SEPARATE	Inventar Sotieren 
INVENTORY_SPECIAL_SEPARATE	Spezial Inventar Sortieren
Rune	Rune [J]
EXTRA_INVENTORY	Spezial Inventar [U]
QUEST_UI_TEXT_COLLECTION	Biologen Mission
QUEST_UI_TEXT_DAILY	Tägliche Mission
QUEST_UI_TEXT_EVENT	Event Mission
QUEST_UI_TEXT_LEVELUP	Jagd Mission
QUEST_UI_TEXT_MAIN	Haupt Mission
QUEST_UI_TEXT_SCROLL	Schriftrollenbuch Mission
QUEST_UI_TEXT_SUB	Sekundäre Mission
QUEST_UI_TEXT_SYSTEM	Spiel Mission
HIDE_COSTUME	Kostüm Verstecken
SELECT_YES_GUILD	Gilden Namen: %s
SUPPORT_SKILL_VALUE	Skill wert
SUPPORT_CHAR_TITLE	Support Shaman Charakter
DRAGONSOUL_REFINE	Veredeln
DRAGONSOUL_SHOP	Shop
DEFANCE_WAWE_MAST_TEXT	Schiffsmast
DEFANCE_WAWE_GAUGE_TOOLTIP	TP: 990000000 /990000000
DAILY_REWARD01	Tägliche Belohnungen
DAILY_REWARD02	Belohnung
DAILY_REWARD03	Erhalten
DAILY_REWARD04	Verfügbare Belohnungen:
DAILY_REWARD05	Zeit:
OPTION_TILING	Grafik
OPTION_TILING_APPLY	Übernehmen
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Absorb Bonus
SASH_COMBINE	Kombinieren
SASH_MAIN	Schulterband 1
SASH_RESULT	Resultat
SASH_SERVE	Schulterband 2
BANNER_MINI_GAME_FINDM	MONSTER TRIO
GUILD_BANK_NUMBER	Bank Nummer
GUILD_BASEINFO_DEAL	Gildenland Verkaufen
GUILD_BASEINFO_GOLDMANAGE	Transaktion
GUILD_BASEINFO_LANDABANDON	Gildenland vertrag abbrechen.
GUILD_BASEINFO_MONEYIN	Einzahlen
GUILD_BASEINFO_MONEYOUT	Abheben
GUILD_BASEINFO_VOTE	Captcha
GUILD_LANDDEAL_VOTE	Gildenland Verkaufen
GUILD_LANDDEAL_VOTE_DEALGOLD	Yang preis:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	Gilden Namen:
GUILD_MEMBER_VOTE_CHECK	Captcha Lösen
SAFEBOX_TITLE	Lager
MINI_GAME_FINDM_HINT_BTN	Hinweiß
MINI_GAME_FINDM_START_BTN	Starte das Spiel
MINI_GAME_FINDM_TITLE	Monster Trio
MINI_GAME_FINDM_TRY_COUNT_TEXT	Versuch
MINI_GAME_FINDM_UPGRADE_BAR1	Item
MINI_GAME_FINDM_UPGRADE_BAR2	Gildenspende (Yang)
MINI_GAME_FINDM_UPGRADE_RECV	Item erhalten
MINI_GAME_FINDM_UPGRADE_RETRY	Verbesserungs Versuch
MINI_GAME_FINDM_UPGRADE_TITLE	Verzaubere die Belohnungen
MOUSEBUTTON_ANTIEXP	AntiExp Ring
OPTION_CAMERA_DISTANCE_LONG_LONG	S. zu weit weg
PIN_CODE_DESC_1	Spieler Pincode eingeben
PIN_CODE_DESC_2	um das spiel zu Starten.
PIN_CODE_NEW	Neuer Pin Code
PIN_CODE_CONFIRM_NEW	Bestätige den neuen Pincode
BOOKS_TITLE	Bücher
COFFERS_TITLE	Kiste
STONES_TITLE	Stein
UPPGRADE_TITLE	Uppitem
USERNAMETEXT	Benutzername:
PASSWORDTEXT	Passwort:
DUNGEON_INFO	Dungeon Info
DUNGEON_INFO_TYPE	Typ:
DUNGEON_INFO_ORGANIZATION	Organisation:
DUNGEON_INFO_LEVEL_LIMIT	Level limit:
DUNGEON_INFO_PARTY_MEMBERS	Gruppenmitglieder:
DUNGEON_INFO_COOLDOWN	Abklingzeit:
DUNGEON_INFO_DURATION	Dauer:
DUNGEON_INFO_ENTRANCE	Eingang:
DUNGEON_INFO_STRENGTH	Stärke:
DUNGEON_INFO_RESISTANCE	Resistenz:
DUNGEON_INFO_TOTAL_FINISHED	Insgesamt Abgeschlossen:
DUNGEON_INFO_FASTEST_TIME	Schnellste Zeit:
DUNGEON_INFO_HIGHEST_DAMAGE	Höchster schaden am Finalen Boss:
DUNGEON_INFO_TELEPORT	Teleport
DUNGEON_INFO_CLOSE	Schließen
DUNGEON_INFO_PERSONAL_STATS	Meine Persönlichen Statistiken
DUNGEON_INFO_DUNGEON	Dungeon
DUNGEON_RANKING	Ranking
DUNGEON_RANKING_POSITION	Position
DUNGEON_RANKING_NAME	Name
DUNGEON_RANKING_LEVEL	Level
DUNGEON_RANKING_POINTS	Punkte
DUNGEON_RANKING_TYPE1	Finish Ranking
DUNGEON_RANKING_TYPE2	Zeit Ranking
DUNGEON_RANKING_TYPE3	Schadens Ranking
DUNGEON_RANKING_POINT_TYPE1	Komplett
DUNGEON_RANKING_POINT_TYPE2	Min. Zeit
DUNGEON_RANKING_POINT_TYPE3	Max. Damage
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Startseite
STARTPAGE_COLUMN_1_TITLE	Neue Sachen
STARTPAGE_COLUMN_2_TITLE	Neue Angebote
STARTPAGE_COLUMN_3_TITLE	Empfohlen
QUESTION_WANT_TO_BUY	Willst du kaufen x{amount} {itemName} zum {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Kaufen
ITEMBOX_BUTTON_PREVIEW_TEXT	Zeigen
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Währung kaufen!
PLAYER_INFO_NAME_TITLE	Name
PLAYER_INFO_LEVEL_TITLE	Level
PLAYER_INFO_CURRENCY_TITLE	Münzen
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Rabatt von %d%%
