TELEPORT_PANEL_TITLE	teletransportador
BATTLEPASS_DESCRIPTION	Descrição
BATTLEPASS_GENERAL_INFORMATIONS	Informação battlepass
BATTLEPASS_SHOP_DESC	Abre Loja
BATTLEPASS_REWARD_DESC	Prêmio
SUBTEXT_OFFLINESHOP_TEXTBTN1	Minha Loja
SUBTEXT_OFFLINESHOP_TEXTBTN2	Lista de Lojas
SUBTEXT_OFFLINESHOP_TEXTBTN3	Armazém
SUBTEXT_OFFLINESHOP_TEXTBTN4	Minhas Ofertas
SUBTEXT_OFFLINESHOP_TEXTBTN5	Pesquisa
SUBTEXT_OFFLINESHOP_TEXTBTN6	Histórico
SUBTEXT_OFFLINESHOP_TEXTBTN7	Pesq. Salvas
SUBTEXT_OFFLINESHOP_TEXTBTN8	Meu Leilão
SUBTEXT_OFFLINESHOP_TEXTBTN9	Lista Leilão
SUBTEXT_OFFLINESHOP_TEXT1	Nome:
SUBTEXT_OFFLINESHOP_TEXT2	Duração:
SUBTEXT_OFFLINESHOP_TEXT3	A duração máxima é de 8 dias.
SUBTEXT_OFFLINESHOP_TEXT4	Dias
SUBTEXT_OFFLINESHOP_TEXT5	Horas
SUBTEXT_OFFLINESHOP_TEXT6	Título:
SUBTEXT_OFFLINESHOP_TEXT7	Duração:
SUBTEXT_OFFLINESHOP_TEXT8	Nome do proprietário:
SUBTEXT_OFFLINESHOP_TEXT9	Nome da loja:
SUBTEXT_OFFLINESHOP_TEXT10	Duração:
SUBTEXT_OFFLINESHOP_TEXT11	Objetos:
SUBTEXT_OFFLINESHOP_TEXT12	Nome:
SUBTEXT_OFFLINESHOP_TEXT13	Item:
SUBTEXT_OFFLINESHOP_TEXT14	Preço:
SUBTEXT_OFFLINESHOP_TEXT17	Nome item
SUBTEXT_OFFLINESHOP_TEXT18	Classes
SUBTEXT_OFFLINESHOP_TEXT19	Tipo
SUBTEXT_OFFLINESHOP_TEXT20	Preço
SUBTEXT_OFFLINESHOP_TEXT21	Level
SUBTEXT_OFFLINESHOP_TEXT22	Bônus
SUBTEXT_OFFLINESHOP_TEXT23	Inserir:
SUBTEXT_OFFLINESHOP_TEXT24	Sugerim.:
SUBTEXT_OFFLINESHOP_TEXT25	Min:
SUBTEXT_OFFLINESHOP_TEXT26	Máx:
SUBTEXT_OFFLINESHOP_TEXT27	Guerreiro
SUBTEXT_OFFLINESHOP_TEXT28	Ninja
SUBTEXT_OFFLINESHOP_TEXT29	Sura
SUBTEXT_OFFLINESHOP_TEXT30	Xamã
SUBTEXT_OFFLINESHOP_TEXT31	Da:
SUBTEXT_OFFLINESHOP_TEXT32	A:
SUBTEXT_OFFLINESHOP_TEXT33	Data:
SUBTEXT_OFFLINESHOP_TEXT34	Tempo:
SUBTEXT_OFFLINESHOP_TEXT35	Número item:
SUBTEXT_OFFLINESHOP_TEXT36	Nome:
SUBTEXT_OFFLINESHOP_TEXT37	Último uso:
SUBTEXT_OFFLINESHOP_TEXT38	Dias:
SUBTEXT_OFFLINESHOP_TEXT39	Duração:
SUBTEXT_OFFLINESHOP_TEXT40	Preço de inicio:
SUBTEXT_OFFLINESHOP_TEXT41	Proprietário:
SUBTEXT_OFFLINESHOP_TEXT42	Melhor oferta:
SUBTEXT_OFFLINESHOP_TEXT43	Proprietário:
SUBTEXT_OFFLINESHOP_TEXT44	Lance mínimo:
SUBTEXT_OFFLINESHOP_TEXT45	Nome:
SUBTEXT_OFFLINESHOP_TEXT46	Oferta:
SUBTEXT_OFFLINESHOP_TEXT47	Proprietário:
SUBTEXT_OFFLINESHOP_TEXT48	Melhor oferta:
SUBTEXT_OFFLINESHOP_TEXT49	Duração:
SUBTEXT_OFFLINESHOP_TEXT50	Contar:
DS_GRADE3	Antigo
DS_GRADE4	Legendário
DS_GRADE5	Mítico
CHATTING_SETTING_CANCLE	Redefinir
CHATTING_SETTING_CLEAR	Resetar
CHATTING_SETTING_DEFAULT_TITLE	Geral
CHATTING_SETTING_DETAIL	Impostação do sistema
CHATTING_SETTING_DICE	Dado
CHATTING_SETTING_DICE_SETTING	Impostação dado
CHATTING_SETTING_EXP	Experiência
CHATTING_SETTING_GOLD	Moeda
CHATTING_SETTING_GUILD	Guilda
CHATTING_SETTING_ITEM	Item
CHATTING_SETTING_LIST	Lista
CHATTING_SETTING_NOTICE	Mensagem
CHATTING_SETTING_PARTY	Grupo
CHATTING_SETTING_SAVE	Salva
CHATTING_SETTING_SHOUT	Chat global
CHATTING_SETTING_SYSTEM	Sistema
CHATTING_SETTING_TABNAME	Configurações de nome do bate-papo
CHATTING_SETTING_TALKING	Geral
CHATTING_SETTING_TITLE	Configurações do bate-papo
CHAT_FILTER	Filtro do bate-papo
CHAT_FILTER_DICE	Dado
CAMERA_PERSPECTIVE	Prospectiva
CHARACTER_EMOJI_ACTION	Novas emoções
BROWSER_CHROME	Chrome
PAGINA_GILDA_1	Página 1
PAGINA_GILDA_2	Página 2
TERZO_POSTO	Bronze
SECONDO_POSTO	Prata
PRIMO_POSTO	Ouro
TROFEI_GILDA	Troféus
SCONFITTE_GILDA	Derrotas
PAREGGI_GILDA	Empates
VITTORIE_GILDA	Vitórias
NOME_GILDA	Nome
NOME_RANKING	Ranking
DIVISION_STACK	Divisão completa
WIKI_TITLE	Wiki
RESTART_TOWN_NEW	Recomeçar na city em %s seg
RESTART_HERE_NEW	Recomeçar aqui em %s seg
BIOLOGO_CONSEGNA_ITEM	Entrega
NOTIFICA_BIOLOGO	Habilitar notificação
NOME_BIOLOGO	Biólogo
AUTO_TRANSLATE_DESC	Se ativada, as mensagens recebidas serão traduzidas automaticamente para o seu idioma.
AUTO_TRANSLATE	Auto Tradução
AUTO_TRANSLATE_WHISPER	Mensagens Privadas
RUNE_TITLE	Runa
RUNE_ACTIVE	Ativar
RUNE_DEACTIVE	Desativar
RUNE_SHOP	Loja
RUNE_EFFECT	Efeito
RUNE_EFFECT_DESC	Quando todas as runas são de pelo menos 60%, você pode ocultar o efeito.
MYSHOP_DECO_CANCEL	Fechar.
MYSHOP_DECO_DEFAULT	Standard
MYSHOP_DECO_NEXT	Próximo
MYSHOP_DECO_OK	Fechar
MYSHOP_DECO_PREV	Voltar
MYSHOP_DECO_SELECT_MODEL	Selecione o visual da sua loja.
MYSHOP_DECO_SELECT_TITLE	Selecione a aparência do seu título.
KASMIR_MARKET_PRIVATESHOP_0	Standard
KASMIR_MARKET_PRIVATESHOP_1	Mil e uma noite
KASMIR_MARKET_PRIVATESHOP_2	Mestre da grelha
KASMIR_MARKET_PRIVATESHOP_3	Caçador de tesouros
KASMIR_MARKET_PRIVATESHOP_4	Chama mínima
KASMIR_MARKET_PRIVATESHOP_5	Traficante de armas
KASMIR_MARKET_PRIVATESHOP_6	Venda de armas
KASMIR_MARKET_PRIVATESHOP_7	Alquimista
KASMIR_PAKET_STANDART	Standard
KASMIR_PAKET_FIRE	Fogo
KASMIR_PAKET_ICE	Gelo
KASMIR_PAKET_PAPER	Papel
KASMIR_PAKET_RIBON	Fita
KASMIR_PAKET_WING	Asas
DESTROY	Destruir
PET_BTN_1	Bônus de idade
EQUIPMENT_PAGE_BUTTON_TOOLTIP_1	Equipamento
EQUIPMENT_PAGE_BUTTON_TOOLTIP_2	Trajes
PET_BTN_3	Desenvolvimento
PET_EVOLVE_TITLE	Evolução
PET_EVOLVE_BUTTON_OK	Evoluir
PET_EVOLVE_BUTTON_CLOSE	Fechar
PET_ENCHANT_TITLE	Aumente o bônus do Pet
PET_ENCHANT_CHOOSE	Escolha o bônus que deseja aumentar:
PET_ENCHANT_ACCEPT	Aprimorar
PET_ENCHANT_CLOSE	Fechar
RANKING_TITLE	Ranking
RANKING_RANK	Posição
RANKING_NAME	Nome
RANKING_POINTS	Estatisticas
RANKING_CAT0	Duelos vencidos
RANKING_CAT1	Duelos perdidos
RANKING_CAT2	Assassinatos na guerra
RANKING_CAT3	Dano médio vs jogador
RANKING_CAT4	Dano habilidade vs jogador
RANKING_CAT5	Metin destruído
RANKING_CAT6	Monstros mortos
RANKING_CAT7	Boss mortos
RANKING_CAT8	Dano médio vs boss
RANKING_CAT9	Dano habilidade vs boss
RANKING_CAT10	Gold ganhos
RANKING_CAT11	Gaya acumulado
RANKING_CAT12	Encanta item usados
RANKING_CAT13	Encanta talismãs usados
RANKING_CAT14	Peixe pescados
RANKING_CAT15	Tempo no jogo (min)
RANKING_CAT16	Dungeon completados
RANKING_CAT17	Baús abertos
COMB_TITLE	Transferência de bônus
ATTR_COSTUME_REMOVE	Remover Bônus Especial
ATTR_COSTUME_REMOVE_ACCEPT	Remover
ATTR_COSTUME_REMOVE_CLOSE	Fechar
ATTR_COSTUME_REMOVE_CHOOSE	Escolha o bônus que deseja remover:
SKILL_PASSIVE_DEFENSE	Passiva
NEW_EXCHANGE_YOU	Tu
BATTLE_PASS	Battle Pass [F8]
BATTLE_PASS_MISSION_NAME	Nome Missão
BATTLE_PASS_MISSION_STATUS	Status
BATTLE_PASS_MISSION_INFO	Informações
BATTLE_PASS_INFO	Battle Pass Info
BATTLE_PASS_DESCRIPTION	Descrição da missão
BATTLE_PASS_TOTAL_PROGRESS	Progresso total
SKILL_COLOR_TITLE	Escolha a cor
SKILL_COLOR_PRESET_TITLE	Predefinição de cor
SKILL_COLOR_PRESET_SELECT	Escolha uma cor
SKILL_COLOR_PRESET_SAVE	Salve o código da cor escolhida
SKILL_COLOR_PRESET_CLEAR	Exclua o código de cor selecionado
SKILL_COLOR_CUSTOM_COLOR_CODE_TITLE	Código da cor
SKILL_COLOR_DEFAULT	Use a cor padrão
SKILL_COLOR_CHANGE	Mudar a cor
SKILL_COLOR_CANCEL	Cancelar
WIKI_WONDER	Wiki
DUNGEON_INFO	Dungeon Info
OFFLINE_SHOP	Offline Shop
BIOLOGO	Biólogo
SAVE_POINT	Salva Coordenada
TELEPORTER	Mapa de teletransporte
SUPPORT_SYSTEM	Suporte Xamã [X]
CLASSIFICA_GIOCATORI	Classificação Jogador [F12]
CLASSIFICA_GILDA	Classificação Guilda [F6]
SWITCH_BOT	Roda bônus [K]
INVENTORY_SEPARATE	Ordenar Inventário
INVENTORY_SPECIAL_SEPARATE	Ordenar Inventário Extra
Rune	Runa [J]
EXTRA_INVENTORY	Inventário Especial [U]
QUEST_UI_TEXT_COLLECTION	Missões do Biólogo
QUEST_UI_TEXT_DAILY	Missão diária
QUEST_UI_TEXT_EVENT	Missões de evento
QUEST_UI_TEXT_LEVELUP	Missão de caça
QUEST_UI_TEXT_MAIN	Missões principais
QUEST_UI_TEXT_SCROLL	Missões dos Livro Missão
QUEST_UI_TEXT_SUB	Missões secundárias
QUEST_UI_TEXT_SYSTEM	Missões do jogo
HIDE_COSTUME	Esconder Traje
SELECT_YES_GUILD	Nome da guilda: %s
SUPPORT_SKILL_VALUE	Valor habilidade
SUPPORT_CHAR_TITLE	Support Shaman Character
DRAGONSOUL_REFINE	Aprimorar
DRAGONSOUL_SHOP	Loja
DEFANCE_WAWE_MAST_TEXT	Mastro do navio
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
DAILY_REWARD01	Recompensa diária
DAILY_REWARD02	Prêmio
DAILY_REWARD03	Resgatar
DAILY_REWARD04	Prêmios disponíveis:
DAILY_REWARD05	Tempo:
OPTION_TILING	Gráfica
OPTION_TILING_APPLY	Aplicar
OPTION_TILING_CPU	CPU
OPTION_TILING_GPU	GPU
SASH_ABSORB	Absorção de bônus
SASH_COMBINE	Combinação
SASH_MAIN	Faixa 1
SASH_RESULT	Resultado
SASH_SERVE	Faixa 2
BANNER_MINI_GAME_FINDM	TRIO DE MONSTROS
GUILD_BANK_NUMBER	Número do Banco
GUILD_BASEINFO_DEAL	Vender terras da guilda
GUILD_BASEINFO_GOLDMANAGE	Transações
GUILD_BASEINFO_LANDABANDON	Rescindir o contrato de terras da guilda.
GUILD_BASEINFO_MONEYIN	Pagamento
GUILD_BASEINFO_MONEYOUT	Saque
GUILD_BASEINFO_VOTE	Enquete
GUILD_LANDDEAL_VOTE	Vender terras da guilda
GUILD_LANDDEAL_VOTE_DEALGOLD	Preço em Gold:
GUILD_LANDDEAL_VOTE_DEALGUILDNAME	Nome guilda:
GUILD_MEMBER_VOTE_CHECK	Verificar enquete
SAFEBOX_TITLE	Armazém
MINI_GAME_FINDM_HINT_BTN	Sugestão
MINI_GAME_FINDM_START_BTN	Comece o jogo
MINI_GAME_FINDM_TITLE	Trio de monstros
MINI_GAME_FINDM_TRY_COUNT_TEXT	Tentativas
MINI_GAME_FINDM_UPGRADE_BAR1	Item
MINI_GAME_FINDM_UPGRADE_BAR2	Contribuição (Gold)
MINI_GAME_FINDM_UPGRADE_RECV	Item recebido
MINI_GAME_FINDM_UPGRADE_RETRY	Tentativa de aprimorar
MINI_GAME_FINDM_UPGRADE_TITLE	Melhorar a recompensa
MOUSEBUTTON_ANTIEXP	Anel antiExp
OPTION_CAMERA_DISTANCE_LONG_LONG	S. Longe
PIN_CODE_DESC_1	Digite o código PIN do personagem
PIN_CODE_DESC_2	para entrar no jogo.
PIN_CODE_NEW	Novo código PIN
PIN_CODE_CONFIRM_NEW	Confirma o código PIN
BOOKS_TITLE	Livros
COFFERS_TITLE	Baús
STONES_TITLE	Pedras
UPPGRADE_TITLE	Item Upp
USERNAMETEXT	Nome Users:
PASSWORDTEXT	Password:
DUNGEON_INFO	Dungeon Info
DUNGEON_INFO_TYPE	Tipo:
DUNGEON_INFO_ORGANIZATION	Organização:
DUNGEON_INFO_LEVEL_LIMIT	Limite de level:
DUNGEON_INFO_PARTY_MEMBERS	Party members:
DUNGEON_INFO_COOLDOWN	Tempo de espera:
DUNGEON_INFO_DURATION	Durata:
DUNGEON_INFO_ENTRANCE	Ingresso:
DUNGEON_INFO_STRENGTH	Força:
DUNGEON_INFO_RESISTANCE	Resistência:
DUNGEON_INFO_TOTAL_FINISHED	Total concluído:
DUNGEON_INFO_FASTEST_TIME	Melhor tempo:
DUNGEON_INFO_HIGHEST_DAMAGE	Maior Dano no chefe final:
DUNGEON_INFO_TELEPORT	Teletransporte
DUNGEON_INFO_CLOSE	Fechar
DUNGEON_INFO_PERSONAL_STATS	Meus resultados
DUNGEON_INFO_DUNGEON	Dungeon
DUNGEON_RANKING	Ranking
DUNGEON_RANKING_POSITION	Posição
DUNGEON_RANKING_NAME	Nome
DUNGEON_RANKING_LEVEL	Level
DUNGEON_RANKING_POINTS	Pontos
DUNGEON_RANKING_TYPE1	Ranking Concluído
DUNGEON_RANKING_TYPE2	Ranking Tempo
DUNGEON_RANKING_TYPE3	Ranking Dano
DUNGEON_RANKING_POINT_TYPE1	Concluído
DUNGEON_RANKING_POINT_TYPE2	Min. Tempo
DUNGEON_RANKING_POINT_TYPE3	Máx. Dano
CHOOSE_MALL_TITLE	ITEM SHOP
STARTPAGE_TITLE	Página principal
STARTPAGE_COLUMN_1_TITLE	Novos itens
STARTPAGE_COLUMN_2_TITLE	Novas ofertas
STARTPAGE_COLUMN_3_TITLE	Recomendado
QUESTION_WANT_TO_BUY	Quer comprar x{amount} {itemName} por {price} {currencyTitle}?
ITEMBOX_BUTTON_BUY_TEXT	Comprar
ITEMBOX_BUTTON_PREVIEW_TEXT	Ver
ITEMBOX_ITEM_AMOUNT_TEXT	STK
BUTTON_BUY_CURRENCY_TEXT	Compre moeda!
PLAYER_INFO_NAME_TITLE	Nome
PLAYER_INFO_LEVEL_TITLE	Nível
PLAYER_INFO_CURRENCY_TITLE	Coins
ITEMBOX_DISCOUNT_TEXT_BY_LORD_ZIEGE	Desconto de %d%%
