NPC_SEARCH	Pesquisa NPC
GUILD_OFFER_EXP	Experiência a investir
GUILD_SHORT_EXP	Pontos de Experiência insuficientes.
GUILD_TILE_BASEINFO	Informações do Território
GUILD_TILE_BOARD	Mensagens de Guild
GUILD_TILE_GRADE	Administração de Permissões
GUILD_TILE_INFO	Informação da Guild
GUILD_TILE_MEMBER	Membro
GUILD_TILE_SKILL	Habilidades de Guild
GUILD_USE_MASTER_ONLY	Apenas o Líder da Guild tem este direito.
GUILD_VILLAGE_01	Miryang
GUILD_VILLAGE_02	Songpa
GUILD_VILLAGE_03	Daeyami
GUILD_WAR1	Área de Guerras de Guilds
GUILD_WAR2	Área de Guerras de Guilds
GUILD_WAR3	Área de Guerras de Guilds
GUILD_WAR4	Área de Guerras de Guilds
GUILD_WAR_GAINSCORE_FIFTY	50 pontos
GUILD_WAR_GAINSCORE_HUNDRED	100 pontos
GUILD_WAR_GAINSCORE_THIRTY	30 pontos
GUILD_WAR_GAMETIME_SIXTY	60 minutos
GUILD_WAR_GAMETIME_TEN	10 minutos
GUILD_WAR_GAMETIME_THIRTY	30 minutos
GUILD_WAR_LIMIT_30MIN	Duração: 30 Minutos
GUILD_WAR_REWARD_POTION	Recompensa: O vencedor recebe uma Poção.
GUILD_WAR_SELECT_WAR	Seleccionar tipo
GUILD_WAR_TYPE_DEFENSE	Batalha de Escudo
GUILD_WAR_TYPE_DIE	Batalha de Arena
GUILD_WAR_TYPE_FLAG	Capturar a Bandeira
GUILD_WAR_TYPE_NORMAL	Batalha Campal
GUILD_WAR_TYPE_TIGER	Aniquilação
GUILD_WAR_TYPE_TIME	Contra-Relógio
GUILD_WAR_USE_BATTLE_MAP	Localização: Arena de Guerra
GUILD_WAR_USE_NORMAL_MAP	Localização: Mapa Normal
GUILD_WAR_WIN_CHECK_SCORE	A Guild com o resultado mais alto ganha a Guerra.
GUILD_WAR_WIN_FIVE	5 rondas
GUILD_WAR_WIN_ONE	1 ronda
GUILD_WAR_WIN_TAKE_AWAY_FLAG1	Captura a Bandeira do teu inimigo
GUILD_WAR_WIN_TAKE_AWAY_FLAG2	e leva-a para a tua base.
GUILD_WAR_WIN_THREE	3 rondas
GUILD_WAR_WIN_WIPE_OUT_GUILD	Derrota 100 inimigos para vencer.
GUILD_WITHDRAW	Retirar
GUILD_YOU_DO_NOT_JOIN	Não és membro de uma Guild.
HORSE_HEALTH0	Morto
HORSE_HEALTH1	Fome
HORSE_HEALTH2	Esfomeado
HORSE_HEALTH3	Cheio
HORSE_LEVEL1	Cavalo Normal
HORSE_LEVEL2	Cavalo Armado
HORSE_LEVEL3	Cavalo Militar
HOUR	hr
HOW_MANY_ITEM_DO_YOU_DROP1	Queres largar %s?
HOW_MANY_ITEM_DO_YOU_DROP2	Queres largar %s %d?
INPUT_MATRIX_CARD_NUMBER	Introduz o número do Cartão Matriz.
INPUT_MATRIX_CARD_TITLE	Cartão Matriz
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	Introduz aqui o código de apagar personagem da tua conta.
INPUT_PRIVATE_CODE_DIALOG_TITLE	Apagar Personagem
INVENTORY_DO_NOT_PACK_WARP_SCROLL	Pergaminho do Retorno não pode ser combinado.
INVENTORY_REALLY_USE_ITEM	Usar item neste item?
INVENTORY_REALLY_USE_ITEM2	Queres mesmo usar este item?
INVENTORY_REALLY_USE_PET_BAG_ITEM	Queres mesmo colocar o teu pet na Caixa de Transporte?
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	Queres abrir a Caixa de Transporte?
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	Queres usar %s para alimentares %s?
IS_NOT_PET_CHANGE_ITEM	Isso não é um item de Feitiço para Pets.
IS_NOT_PET_ITEM	Isso não é um pet.
JOB_ASSASSIN	Ninja
JOB_ASSASSIN0	Nenhum
JOB_ASSASSIN1	Ninja Furtivo
JOB_ASSASSIN2	Ninja de Arco
JOB_SHAMAN	Xamã
JOB_SHAMAN0	Nenhum
JOB_SHAMAN1	Xamã Dragão
JOB_SHAMAN2	Xamã de Energia
JOB_SURA	Sura
JOB_SURA0	Nenhum
JOB_SURA1	Sura de Armas
JOB_SURA2	Sura de Magia
JOB_WARRIOR	Guerreiro
JOB_WARRIOR0	Nenhum
JOB_WARRIOR1	Guerreiro Corpo
JOB_WARRIOR2	Guerreiro Mental
JOB_WOLFMAN	Lycan
JOB_WOLFMAN0	Lycan Amador
JOB_WOLFMAN1	Instinto
JOB_WOLFMAN2	N.D.
KEYCHANGE_DONT_SAVE_EXIT	Sair sem gravar?
KEYCHANGE_IMPOSSIBLE_CHANGE	[CTRL], [ALT] e [SHIFT] não são permitidos aqui!
KEYCHANGE_SAVE_EXIT	Gravar e sair?
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	BAIXO
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	CTRL + F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	\
KEY_GRAVE_LALT	ALT + \
KEY_GRAVE_LCONTROL	CTRL + \
KEY_GRAVE_LSHIFT	SHIFT + \
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	ESQUERDA
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	DIREITA
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	ESPAÇO
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	CIMA
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	Nome do Líder
LEFT_TIME	Tempo Restante
LIMIT_LEVEL_GUILD	Nível da Guild: %d
LOGIN_CONNECT_FAILURE	Ocorreu um erro enquanto te ligavas ao Servidor.
LOGIN_CONNECT_SUCCESS	Estás ligado ao Servidor.
LOGIN_CONNETING	Por favor, aguarda. Estás a ser ligado ao servidor.
LOGIN_FAILURE_ALREAY	A tua conta já está ligada.
LOGIN_FAILURE_BACKEND_ERR	Ocorreu um erro. Por favor contacta o Suporte.
LOGIN_FAILURE_BE_SAME_KEY	Problema de registo.
LOGIN_FAILURE_BLOCK_ID	Esta conta foi bloqueada.
LOGIN_FAILURE_BLOCK_LOGIN	Servidor fechado: Por favor escolhe um dos outros Servidores!
LOGIN_FAILURE_COUNTRY_ERR	O código de país não está correcto.\nPor favor contacta o Suporte.
LOGIN_FAILURE_INTEGRTING	Esta conta encontra-se actualmente a ser alvo de fusão. Por favor tenta de novo mais tarde.
LOGIN_FAILURE_IOVATION_ERR	Infelizmente ocorreu um erro. Por favor contacta o Suporte.
LOGIN_FAILURE_NOBILL	A conta não tem tempo de jogo.
LOGIN_FAILURE_NOT_EXIST_ID	O nome da conta ou a palavra-passe está/ão incorrecta(s).
LOGIN_FAILURE_NOT_MAIL_CONFIRM	Tens de verificar a tua conta através de email.
LOGIN_FAILURE_REPAIR_ID	Foram restaurados itens a esta conta.
LOGIN_FAILURE_SAMELOGIN	Alguém ligou-se à tua conta.
LOGIN_FAILURE_SHUTDOWN	O Servidor ainda não está aberto.
LOGIN_FAILURE_STEAM_SESSION	A tua sessão expirou. Por favor reinicia o cliente.
LOGIN_FAILURE_TNT_SESSION	Não é possível abrir o cliente. Por favor reinicia o launcher e inicia sessão.
LOGIN_FAILURE_TOO_MANY_USER	Não te podes ligar ao Servidor porque estão muitos jogadores ligados.
LOGIN_FAILURE_UNKNOWN	Não te foi possível registar por razões desconhecidas.
LOGIN_FAILURE_WEB_BLOCK	Foste bloqueado no site, por favor verifica os teus E-mails.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	Inseriste um número errado.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	Inseriste um número errado três vezes. /n A tua ligação vai ser anulada.
LOGIN_FAILURE_WRONG_PASSWORD	O nome da conta ou a palavra-passe está/ão incorrecta(s).
LOGIN_INPUT_ID	Insere o ID.
LOGIN_INPUT_PASSWORD	Insere a palavra-passe.
LOGIN_PROCESSING	Processo de Login em progresso...
LUCKY_BOX_DIALOG_RECV_TEXT	Queres aceitar o item?
LUCKY_BOX_DIALOG_RETRY_TEXT	Queres tentar a tua sorte novamente?
MAILBOX_FAIL_USE_TIME_LIMIT	A actualizar a Caixa de Mensagens. Por favor tenta de novo mais tarde.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	Sem mensagens
MAILBOX_POST_ALL_DELETE_QUESTION1	Apagar todas as mensagens?
MAILBOX_POST_ALL_DELETE_QUESTION2	Mensagens com anexos não serão apagadas.
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	Não tens quaisquer mensagens com anexos na tua Caixa de Mensagens.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	Aceitar anexo? (Menos taxa de 5% no Yang)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	Não foi possível apagar a mensagem. Por favor aceita o anexo primeiro.
MAILBOX_POST_DELETE_QUESTION	Queres mesmo apagar esta mensagem?
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	Não foi possível aceitar os itens. O teu Inventário está cheio.
MAILBOX_POST_GET_ITEMS_QUESTION	Aceitar anexo? (Menos taxa de 5% no Yang)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	Não podes aceitar mais Won.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	Não podes aceitar mais Yang.
MAILBOX_POST_GM_ARRIVE	Mensagem de GM
MAILBOX_POST_NOT_CONFIRM_INFO_1	Mensagens não lidas: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	Sem anexo: %d / Com anexo: %d
MAILBOX_POST_READ_BLOCK	Tens a certeza que queres bloquear %s?
MAILBOX_POST_WRITE_ALREADY_ITEM	Só podes enviar um item por mensagem.
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	Separa os itens empilhados no teu inventário antes de anexares um à mensagem.
MAILBOX_POST_WRITE_CONFIRM_FAIL	Destinatário desconhecido. Não foi possível enviar a mensagem.
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	A Caixa de Mensagens do destinatário está cheia. Não foi possível enviar a mensagem.
MAILBOX_POST_WRITE_LEVEL_LIMIT	Podes enviar mensagens a partir do nível 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	Não tens Yang suficiente para enviares esta mensagem.
MAILBOX_POST_WRITE_NAME_CHECK	Confirma o nome do destinatário clicando em Confirmar Destinatário.
MAILBOX_POST_WRITE_NAME_EMPTY	Introduz o destinatário.
MAILBOX_POST_WRITE_QUESTION1	Queres enviar esta mensagem para %s agora?
MAILBOX_POST_WRITE_QUESTION2	Taxa de entrega: %d Yang
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	Introduz um destinatário.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	Introduz um assunto.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	Dinheiro
MAILBOX_POST_WRITE_WRONG_ITEM	Não podes enviar itens vinculados.
MAILBOX_POST_WRITE_WRONG_MESSAGE	A mensagem contém palavras não permitidas.
MAILBOX_POST_WRITE_WRONG_TITLE	O assunto contem palavras não permitidas.
MALL_CANNOT_INSERT	Não podes colocar o Item.
MALL_PASSWORD_TITLE	Palavra-passe
MAP_A1	Área Yongan
MAP_A2	Vale de Seungryong
MAP_A2_1	
MAP_A3	Área Yayang
MAP_AG	Jungrang
MAP_B1	Área Joan
MAP_B2	Vale Imji
MAP_B3	Área Bokjung
MAP_BATTLE_FIELD	Zona de Combate
MAP_BAY	Baía de Nephrite
MAP_BAYBLACKSAND	Baía de Nephrite
MAP_BG	Waryong
MAP_BOSS_AWAKEN_DAWNMIST	DT: Floresta Encantada
MAP_BOSS_AWAKEN_FLAME	DT: Forte do Dragão Vermelho
MAP_BOSS_AWAKEN_SKIPIA	DT: Gruta das Almas
MAP_BOSS_AWAKEN_SNOW	DT: Torre de Vigia de Nemere
MAP_BOSS_CRACK_DAWNMIST	FT: Floresta Encantada
MAP_BOSS_CRACK_FLAME	FT: Forte do Dragão Vermelho
MAP_BOSS_CRACK_SKIPIA	FT: Gruta das Almas
MAP_BOSS_CRACK_SNOW	FT: Torre de Vigia de Nemere
MAP_BOSS_LABYRINTH	Planalto das Ilusões
MAP_C1	Área Pyungmoo
MAP_C2	Vale Bangsan
MAP_C3	Área Bakra
MAP_CAPE	Cabo Fogo de Dragão
MAP_CAPEDRAGONHEAD	Cabo Fogo de Dragão
MAP_CG	Imha
MAP_CZ_DUNGEON	Templo do Zodíaco
MAP_DAWN	Falésia de Gautama
MAP_DAWNMISTWOOD	Falésia de Gautama
MAP_DAWNMIST_DUNGEON_01	Floresta Encantada
MAP_DEFENSE_WAVE	Defesa do Navio
MAP_DEFENSE_WAVE_PORT	Porto
MAP_DESERT	Deserto de Yongbi
MAP_DEVILCATACOMB	Catacumbas do Demónio
MAP_DEVILTOWER1	Torre Demoníaca
MAP_DUEL	Arena de Lutas de Treino
MAP_E	Colónia
MAP_EMPIREWAR01	Batalha do Castelo
MAP_EMPIREWAR02	Batalha do Castelo
MAP_EMPIREWAR03	Batalha do Castelo
MAP_FLAME	Doyyumhwan
MAP_GUILD_01	Jungrang
MAP_GUILD_02	Waryong
MAP_GUILD_03	Imha
MAP_GUILD_PVE	Palácio do Rei Dragão
MAP_HOLYPLACE_DESERT	Guerra dos Reinos - Terra do Deserto
MAP_HOLYPLACE_FLAME	Guerra dos Reinos - Terra do Fogo
MAP_HOLYPLACE_ICE	Guerra dos Reinos - Terra do Gelo
MAP_MILGYO	Templo Hwang
MAP_MILGYO_A	
MAP_MINIBOSS_01	Masmorra Azul - Nvl 40-80
MAP_MINIBOSS_02	Masmorra Vermelha - Nvl 81+
MAP_MISTS_OF_ISLAND	Ilha da Neblina
MAP_MONKEY_DUNGEON	Hasun Dong
MAP_MONKEY_DUNGEON2	Jungsun Dong
MAP_MONKEY_DUNGEON3	Sangsun Dong
MAP_MONKEY_DUNGEON_11	Hasun Dong
MAP_MONKEY_DUNGEON_12	Hasun Dong
MAP_MONKEY_DUNGEON_13	Hasun Dong
MAP_MT_THUNDER	Montanhas do Trovão
MAP_MT_TH_DUNGEON_01	Templo dos Ochao
MAP_NUSLUCK	Jotunheim
MAP_NUSLUCK01	Terra dos Gigantes
MAP_N_DESERT_01	Deserto Yongbi
MAP_N_DESERT_02	
MAP_N_FLAME_01	Terra do Fogo
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	Covil de Meley
MAP_N_FLAME_DUNGEON_01	Forte do Dragão Vermelho
MAP_N_SNOWM_01	Montanha Sohan
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	Torre de Vigia de Nemere
MAP_N_THREEWAY	Vale Seungryong
MAP_OXEVENT	Concurso OX
MAP_PATHWAY_DESERT_01	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_DESERT_02	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_DESERT_03	Guerra dos Reinos - Terra do Deserto
MAP_PATHWAY_FLAME_01	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_FLAME_02	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_FLAME_03	Guerra dos Reinos - Terra do Fogo
MAP_PATHWAY_ICE_01	Guerra dos Reinos - Terra do Gelo
MAP_PATHWAY_ICE_02	Terra do Jogo
MAP_PATHWAY_ICE_03	Guerra dos Reinos - Terra do Gelo
MAP_SKELTOWER	Torre Gumsan
MAP_SKIPIA_DUNGEON_01	Gruta das Almas
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	Gruta das Almas
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	Templo do Dragão
MAP_SKIPIA_DUNGEON_BOSS_1	Caverna das Aranhas 1
MAP_SKIPIA_DUNGEON_BOSS_2	Caverna das Aranhas 2
MAP_SKIPIA_DUNGEON_BOSS_3	Caverna das Aranhas 3
MAP_SNOW	Montanha Sohan
MAP_SPIDER	Kuahlo Dong
MAP_SPIDERDUNGEON	Caverna das Aranhas 1
MAP_SPIDERDUNGEON_02	Caverna das Aranhas 2
MAP_SPIDERDUNGEON_02_1	Caverna das Aranhas 2
MAP_SPIDERDUNGEON_03	Caverna das Aranhas 3
MAP_SUNGZI	Guerra dos Reinos
MAP_SUNGZI_DESERT_01	Guerra dos Reinos - Terra do Deserto
MAP_SUNGZI_DESERT_HILL_01	Guerra dos Reinos - Terra do Deserto
MAP_SUNGZI_DESERT_HILL_02	Guerra dos Reinos - Terra do Deserto
MAP_SUNGZI_DESERT_HILL_03	Guerra dos Reinos - Terra do Deserto
MAP_SUNGZI_FLAME_HILL_01	Guerra dos Reinos - Terra do Fogo
MAP_SUNGZI_FLAME_HILL_02	Guerra dos Reinos - Terra do Fogo
MAP_SUNGZI_FLAME_HILL_03	Guerra dos Reinos - Terra do Fogo
MAP_SUNGZI_SNOW	Guerra dos Reinos - Terra do Gelo
MAP_SUNGZI_SNOW_PASS01	Guerra dos Reinos - Terra do Gelo
MAP_SUNGZI_SNOW_PASS02	Guerra dos Reinos - Terra do Gelo
MAP_SUNGZI_SNOW_PASS03	Guerra dos Reinos - Terra do Gelo
MAP_T1	Área de Guerras de Guilds
MAP_T2	Área de Guerras de Guilds
MAP_T3	Área de Guerras de Guilds
MAP_T4	Área de Guerras de Guilds
MAP_TEMPLE	Templo Hwang
MAP_THUNDER	Montanhas do Trovão
MAP_TREE	Lungsam
MAP_TRENT	Floresta Fantasma
MAP_TRENT02	Bosque Rubro
MAP_TRENT02_A	Bosque Rubro
MAP_TRENT_A	
MAP_WEDDING_01	Mapa de Casamento
MAP_WL	Planície Seca
MAP_WL_01	Planície Seca
MC_ACCUMULATION_COUNT	Cartas de Monstro Coleccionadas: %d
MC_ALTER_TEXT	Nível de Missão: %d
MC_CARD_FALL_SHORT	Cartas registadas insuficientes.
MC_CARD_SHUFFLE	Queres baralhar as cartas?
MC_INIT_ITEM_FALL_SHORT	Precisas de %d Bilhete(s) de Reinicialização.
MC_MISSION_FAIL_MSG	Nenhuma missão activa ou limite excedido.
MC_MISSION_INIT	Queres reiniciar a missão a nível 1?
MC_MISSION_NO_CLEAR	Tens de completar a missão primeiro.
MC_MOTION_BUTTON_OVER_MSG	Esta opção só é desbloqueada com 2 estrelas.
MC_POLY_BUTTON_OVER_MSG	Esta opção só é desbloqueada com 3 estrelas.
MC_POLY_FAIL	Neste momento não te podes transformar.
MC_POLY_QUESTION	Queres transformar-te neste monstro?
MC_PROMOTION_MAX	Não pode ser mais promovido.
MC_PROMOTION_QUESTION	Queres aumentar o nível?
MC_QUESTION_BUTTON_DESC1	Só pode ser reiniciada 6 vezes em 24 horas.
MC_QUESTION_BUTTON_DESC2	Cada reinicialização subsequente requer mais Bilhetes de Reinicialização.
MC_QUESTION_BUTTON_DESC3	Clica aqui para veres o tempo de espera restante.
MC_REWARD_FAIL	Não existe espaço suficiente no teu inventário.
MC_REWARD_MISSION	Queres recolher agora a tua Carta de Monstro?
MC_SHUFFLE_NO_ITEM	Não tens um Bilhete de Remodelação.
MC_TIME	Tempo de espera: %s
MC_TRADE_QUESTION	%d cartas serão deduzidas. Queres continuar?
MC_USE_ITEM_FAIL	Esta carta não pode ser adicionada.
MC_USE_ITEM_QUESTION	Queres adicionar esta Carta de Monstro?
MC_WARP_BUTTON_OVER_MSG	Esta opção só é desbloqueada com 4 estrelas.
MC_WARP_FAIL	Já não te podes teleportar mais.
MC_WARP_LIMIT_LEVEL	Não tens nível suficientemente alto para te teleportares.
MC_WARP_QUESTION	Queres teleportar-te para a região deste monstro?
MD_POPUP_MSG_1	Só podes entrar a partir do Templo do Zodíaco.
MD_POPUP_MSG_2	Os Guardiões do Zodíaco precisam de recuperar.\nDá-lhes algum tempo.
MD_SYSTEM_MSG_1	Não és um zombie. Não podes lutar enquanto morto.
MEDAL_OF_HONOR	Medalha de Coragem
MEDAL_OF_HONOR_SYSTEM_PICK	Item recebido: Medalha de Coragem x %d
MESSENGER_ADD_BLOCK_FRIEND	Adicionar
MESSENGER_ADD_FRIEND	Adicionar Amigo
MESSENGER_BLOCK	Bloqueado
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s adicionou-te como amigo.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	Aceitar?
MESSENGER_DO_YOU_DELETE	Apagar?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	Queres apagar o número de telemóvel?
MESSENGER_DO_YOU_MOVE	Queres continuar?
MESSENGER_EMPTY_LIST	Vazio
MESSENGER_FAMILY	Família
MESSENGER_FRIEND	Amigos
MESSENGER_GUILD	Guild
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Insere o número de confirmação que foi enviado para o teu telemóvel.
